"Type","Subpopulation","Indicator","Response","TypePlainLanguage","SubpopulationPlainLanguage","SubpopulationFlag","IndicatorPlainLanguage","Category","CategoryConditionPlainLanguage","MetricCategory","ID1Risk","ID2Condition","Estimate.P.T3.Status.AttRisk","LCB95.P.T3.Status.AttRisk","UCB95.P.T3.Status.AttRisk","Estimate.Ratio.T3.Status.RelRisk","LCB95.Ratio.T3.Status.RelRisk","UCB95.Ratio.T3.Status.RelRisk","Count.NResp.T3.Status.Condition","Estimate.P.T3.Status.Condition","StdError.P.T3.Status.Condition","LCB95.P.T3.Status.Condition","UCB95.P.T3.Status.Condition","Estimate.U.T3.Status.Condition","StdError.U.T3.Status.Condition","LCB95.U.T3.Status.Condition","UCB95.U.T3.Status.Condition","CI95.P.T3.Status.Condition","NationalRef.Estimate.P.T3.Status.Condition","NationalRef.LCB95.P.T3.Status.Condition","NationalRef.UCB95.P.T3.Status.Condition","NationalRef.LCB95.U.T3.Status.Condition","NationalRef.UCB95.U.T3.Status.Condition"
"WSA9_Ecoregions","Northern Appalachians","Streambed_Sediment","Fish_MMI","WSA9 Ecoregions","Northern Appalachians","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Northern Appalachians-Streambed_Sediment-Fish_MMI","WSA9_Ecoregions-Northern Appalachians-Streambed_Sediment",0.137672422906954,0.0293350086408772,0.233918131554365,1.943190443615,1.34629228774536,2.80473202923885,35,17.64176009,3.235531522,11.30023484,23.98328535,24360.04505,4441.992492,15653.89974,33066.19035,12.68305051,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"WSA9_Ecoregions","Northern Plains","Streambed_Sediment","Fish_MMI","WSA9 Ecoregions","Northern Plains","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Northern Plains-Streambed_Sediment-Fish_MMI","WSA9_Ecoregions-Northern Plains-Streambed_Sediment",0.161939291827106,0.0431010293225724,0.266018908886448,2.08567098624022,1.37607592048051,3.16117984342409,34,17.60253456,2.542900212,12.61854173,22.5865274,4771.646581,670.3867356,3457.712723,6085.580438,9.96798567,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"WSA9_Ecoregions","Southern Appalachians","Streambed_Sediment","Fish_MMI","WSA9 Ecoregions","Southern Appalachians","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Southern Appalachians-Streambed_Sediment-Fish_MMI","WSA9_Ecoregions-Southern Appalachians-Streambed_Sediment",0.184085656576814,9.01992673023599e-05,0.33422373166472,1.80878193788648,1.09771106710789,2.98046744435602,71,28.12175499,3.892001039,20.49357313,35.74993686,81367.90023,13071.31333,55748.59686,106987.2036,15.25636373,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"WSA9_Ecoregions","Southern Plains","Streambed_Sediment","Fish_MMI","WSA9 Ecoregions","Southern Plains","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Southern Plains-Streambed_Sediment-Fish_MMI","WSA9_Ecoregions-Southern Plains-Streambed_Sediment",0.0330344625972854,-0.0524095585131865,0.111541373830267,1.29027074150657,0.718155790544606,2.31815799344239,15,11.12561316,2.592255064,6.044886598,16.20633973,4318.700006,928.0187453,2499.816688,6137.583323,10.161453132,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"WSA9_Ecoregions","Temporate Plains","Streambed_Sediment","Fish_MMI","WSA9 Ecoregions","Temperate Plains","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Temporate Plains-Streambed_Sediment-Fish_MMI","WSA9_Ecoregions-Temporate Plains-Streambed_Sediment",0.139046104182319,-0.0142523002407922,0.269174336062471,1.5178143235539,1.01449303718162,2.27084882434038,71,32.72602152,3.799446913,25.27924241,40.17280063,60821.40313,8075.308629,44994.08905,76648.71721,14.89355822,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"WSA9_Ecoregions","Upper Midwest","Streambed_Sediment","Fish_MMI","WSA9 Ecoregions","Upper Midwest","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Upper Midwest-Streambed_Sediment-Fish_MMI","WSA9_Ecoregions-Upper Midwest-Streambed_Sediment",0.0635430075601847,-0.0429561689411964,0.159167254766132,1.811941703954,0.819476183722145,4.00637968954191,29,7.618115277,2.59869634,2.524764043,12.71146651,7743.632587,2675.801908,2499.157218,12988.10796,10.186702467,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"WSA9_Ecoregions","Western Mountains","Streambed_Sediment","Fish_MMI","WSA9 Ecoregions","Western Mountains","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Western Mountains-Streambed_Sediment-Fish_MMI","WSA9_Ecoregions-Western Mountains-Streambed_Sediment",0.231638638936017,0.0797353034762743,0.358468076189125,2.17132732139555,1.54781856596344,3.04600451261813,48,23.86493692,3.650682033,16.70973162,31.02014222,44517.08375,7797.67183,29233.9278,59800.2397,14.3104106,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"WSA9_Ecoregions","Xeric","Streambed_Sediment","Fish_MMI","WSA9 Ecoregions","Xeric","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Xeric-Streambed_Sediment-Fish_MMI","WSA9_Ecoregions-Xeric-Streambed_Sediment",-0.0532221397631578,-0.162889724117477,0.046103123381608,0.690345075453082,0.324233505519608,1.46985525890846,33,16.2384427,3.185369299,9.995233599,22.4816518,7147.702431,1393.972474,4415.566587,9879.838276,12.486418201,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_1","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 1","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_1-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_1-Streambed_Sediment",0.360955889030202,0.0241201747604108,0.581529031338548,3.34424992051019,1.52597778328528,7.32907625087069,21,24.15442032,6.198181549,12.00620772,36.30263293,13047.32948,3440.551966,6303.971542,19790.68742,24.29642521,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_2","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 2","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_2-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_2-Streambed_Sediment",0.124972746029845,0.0334377377860169,0.207839241067906,1.75583032474698,1.37268696303617,2.24591637592456,14,20.15237408,5.042205555,10.26983279,30.03491537,10279.09995,2745.792033,4897.446458,15660.75345,19.76508258,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_3","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 3","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_3-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_3-Streambed_Sediment",0.00106351962474838,-0.245085762921411,0.198549913956826,1.00547078124788,0.325509376559913,3.10581373300974,15,22.42370141,5.863225749,10.93199011,33.91541271,31443.73362,9213.013561,13386.55885,49500.90839,22.9834226,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_4","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 4","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_4-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_4-Streambed_Sediment",0.0842876388403955,-0.0509651477186097,0.202134219007413,1.37925086804693,0.8856918773288,2.14784961418585,45,21.59244438,3.79892337,14.14669139,29.03819737,53562.28097,10462.25724,33056.63358,74067.92836,14.89150598,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_5","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 5","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_5-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_5-Streambed_Sediment",0.153898825610223,0.0187713215660352,0.270417576414184,1.74266558972257,1.18546726569499,2.56176062003932,74,23.7599434,3.214142362,17.46034012,30.05954667,54840.45203,8135.466452,38895.23079,70785.67328,12.59920655,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_6","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 6","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_6-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_6-Streambed_Sediment",-0.0471025238844183,-0.222391839178507,0.10305054370949,0.721670297378079,0.263824043834292,1.97407336552269,25,15.28886688,5.789250818,3.942143783,26.63558999,19122.26745,8062.951083,3319.173715,34925.36118,22.693446207,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_7","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 7","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_7-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_7-Streambed_Sediment",0.0692258227003921,-0.10250298117761,0.214205690217361,1.30746009285703,0.733230842650426,2.33139660115021,44,26.05177955,4.332955173,17.55934347,34.54421564,27121.73863,4808.847631,17696.57047,36546.9068,16.98487217,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_8","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 8","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_8-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_8-Streambed_Sediment",0.181472333458544,0.0488295226921875,0.295617813128378,1.81000109946353,1.33885080505536,2.44695224269126,67,25.81265085,4.303025282,17.37887627,34.24642542,33112.62252,6771.230462,19841.25468,46383.99035,16.86754915,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_9","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 9","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_9-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_9-Streambed_Sediment",-0.0114940878520442,-0.103828639541302,0.0731167383147453,0.855910561305529,0.25261387999546,2.90001043872772,16,11.02237995,3.348391338,4.459653522,17.58510638,2867.338119,868.996056,1164.137147,4570.539092,13.125452858,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Std_Fed_Regions","Region_10","Streambed_Sediment","Fish_MMI","EPA Regions","EPA Region 10","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_10-Streambed_Sediment-Fish_MMI","Std_Fed_Regions-Region_10-Streambed_Sediment",0.0616024370271347,-0.116827383747224,0.211525434450916,1.43098207803998,0.6072923559869,3.37186807553988,31,17.43391207,3.524245582,10.52651766,24.34130648,17892.61203,3736.380045,10569.44171,25215.78236,13.81478882,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Land_Owner","BLM","Streambed_Sediment","Fish_MMI","Land Owner","Bureau of Land Management","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Land_Owner-BLM-Streambed_Sediment-Fish_MMI","Land_Owner-BLM-Streambed_Sediment",0.431515291169971,0.11978032423416,0.632847489017577,4.47172232426507,2.03169595565893,9.84217175293107,7,15.81425113,6.111459473,3.836010671,27.79249159,2970.252559,1149.968857,716.355016,5224.150103,23.956480919,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Land_Owner","Native American","Streambed_Sediment","Fish_MMI","Land Owner","Native American","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Land_Owner-Native American-Streambed_Sediment-Fish_MMI","Land_Owner-Native American-Streambed_Sediment",0.0392344322324425,-0.0187387495273279,0.0939085446234363,1.50941936209154,1.03666747616773,2.19776048061161,5,11.30453029,5.80742743,0,22.68687889,409.0605642,219.1342648,0,838.5558311,22.68687889,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Land_Owner","NPS","Streambed_Sediment","Fish_MMI","Land Owner","National Park Service","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Land_Owner-NPS-Streambed_Sediment-Fish_MMI","Land_Owner-NPS-Streambed_Sediment",0.00279928350428671,-0.0492081952368151,0.0522288393342969,1.08414905319791,0.262443133391388,4.47860515290009,4,12.77054221,9.89041972,0,32.15540866,1484.823428,1128.961369,0,3697.547052,32.15540866,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Land_Owner","USFS","Streambed_Sediment","Fish_MMI","Land Owner","US Forest Service","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Land_Owner-USFS-Streambed_Sediment-Fish_MMI","Land_Owner-USFS-Streambed_Sediment",0.24627808900889,-0.0301819003369352,0.448547175093752,2.21214720254702,1.21598603630524,4.02438440872704,24,22.02208201,4.664766889,12.87930691,31.16485711,31723.25969,7416.998614,17186.20954,46260.30985,18.2855502,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Mississippi_Basins","Arkansas-White-Red Region","Streambed_Sediment","Fish_MMI","Mississippi River Basin","Arkansas-White-Red","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Mississippi_Basins-Arkansas-White-Red Region-Streambed_Sediment-Fish_MMI","Mississippi_Basins-Arkansas-White-Red Region-Streambed_Sediment",0.0488839923598149,0.0082938394137011,0.087812805907558,2.24486627921814,1.69027172932263,2.98142868045849,10,4.679162991,1.459963475,1.81768716,7.540638821,2367.645599,688.3128043,1018.577292,3716.713905,5.722951661,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Mississippi_Basins","Upper Mississippi Region","Streambed_Sediment","Fish_MMI","Mississippi River Basin","Upper Mississippi","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Mississippi_Basins-Upper Mississippi Region-Streambed_Sediment-Fish_MMI","Mississippi_Basins-Upper Mississippi Region-Streambed_Sediment",-0.00276811533316135,-0.120744284557044,0.102789184844029,0.985434023681336,0.545119500799611,1.78140795477754,44,19.59228546,3.656989322,12.4247181,26.75985283,22762.73952,4306.285985,14322.57408,31202.90496,14.33513473,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Mississippi_Basins","Lower Mississippi Region","Streambed_Sediment","Fish_MMI","Mississippi River Basin","Lower Mississippi","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Mississippi_Basins-Lower Mississippi Region-Streambed_Sediment-Fish_MMI","Mississippi_Basins-Lower Mississippi Region-Streambed_Sediment",0.086982047760592,-0.0102299419841352,0.174839562293895,2.05359551114661,1.31675389992478,3.20276592584415,8,8.386615033,3.585838854,1.358500024,15.41473004,5787.498355,2304.308034,1271.1376,10303.85911,14.056230016,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Mississippi_Basins","Upper Missouri Region","Streambed_Sediment","Fish_MMI","Mississippi River Basin","Upper Missouri","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Mississippi_Basins-Upper Missouri Region-Streambed_Sediment-Fish_MMI","Mississippi_Basins-Upper Missouri Region-Streambed_Sediment",0.265243917700938,0.032949374215096,0.441739154000045,2.13708182542159,1.51132173238209,3.02193677937042,45,28.75338322,7.605684788,13.84651495,43.66025148,17326.85822,6104.288025,5362.673537,29291.0429,29.81373653,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Mississippi_Basins","Lower Missouri Region","Streambed_Sediment","Fish_MMI","Mississippi River Basin","Lower Missouri","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Mississippi_Basins-Lower Missouri Region-Streambed_Sediment-Fish_MMI","Mississippi_Basins-Lower Missouri Region-Streambed_Sediment",0.0842090787791336,-0.165077768690842,0.280157055667665,1.28489731559306,0.677814167571163,2.43571348992925,29,31.32588974,5.863711588,19.83322621,42.81855327,21563.41051,4613.958876,12520.21728,30606.60373,22.98532706,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Mississippi_Basins","Ohio Region","Streambed_Sediment","Fish_MMI","Mississippi River Basin","Ohio","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Mississippi_Basins-Ohio Region-Streambed_Sediment-Fish_MMI","Mississippi_Basins-Ohio Region-Streambed_Sediment",0.216781053228274,-0.0610468076768917,0.421861585988568,1.85614478600694,0.953268582902185,3.61416869119063,38,29.16208342,5.342202183,18.69155954,39.6326073,44115.64589,9611.379553,25277.68813,62953.60366,20.94104776,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Mississippi_Basins","Tennessee Region","Streambed_Sediment","Fish_MMI","Mississippi River Basin","Tennessee","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Mississippi_Basins-Tennessee Region-Streambed_Sediment-Fish_MMI","Mississippi_Basins-Tennessee Region-Streambed_Sediment",0.0685250324027491,-0.153280148897858,0.247671421302558,2.02524646860424,0.372070464672116,11.0237808373435,8,12.94134752,6.145119763,0.897134108,24.98556094,5089.763546,2348.129385,487.5145213,9692.012571,24.088426832,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Stream_Size","SmallStreams","Streambed_Sediment","Fish_MMI","Stream Size","Small Streams","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Stream_Size-SmallStreams-Streambed_Sediment-Fish_MMI","Stream_Size-SmallStreams-Streambed_Sediment",0.111384032590105,0.0216934129698255,0.192851864635899,1.53140424809819,1.13331980232965,2.06931791562486,104,23.02421724,2.359115052,18.4004367,27.64799778,171785.1262,19162.53391,134227.2499,209343.0025,9.24756108,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Stream_Size","LargeStreams","Streambed_Sediment","Fish_MMI","Stream Size","Large Streams","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Stream_Size-LargeStreams-Streambed_Sediment-Fish_MMI","Stream_Size-LargeStreams-Streambed_Sediment",0.0283054315742263,-0.0598528270069409,0.109130711124699,1.14722283908676,0.77452484080251,1.69926149968103,82,19.94057244,2.272495704,15.48656271,24.39458218,62492.75373,7385.28831,48017.85463,76967.65284,8.90801947,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Stream_Size","RiversMajor","Streambed_Sediment","Fish_MMI","Stream Size","Major Rivers","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Stream_Size-RiversMajor-Streambed_Sediment-Fish_MMI","Stream_Size-RiversMajor-Streambed_Sediment",0.0603711919334144,0.0189161674963535,0.100074562746043,1.35664673902014,1.13246149983007,1.62521231385804,76,17.25356364,1.703905437,13.91397035,20.59315693,10834.07497,1083.143221,8711.153267,12956.99667,6.67918658,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"Stream_Size","RiversOther","Streambed_Sediment","Fish_MMI","Stream Size","Other Rivers","Keep","Streambed Sediments","Poor","Most Disturbed","Physical","Stream_Size-RiversOther-Streambed_Sediment-Fish_MMI","Stream_Size-RiversOther-Streambed_Sediment",0.157280109464129,0.0987098126160476,0.212044218559484,1.85166079138327,1.54548457155895,2.21849363587472,90,20.67256744,1.810340864,17.12436455,24.22077033,18177.51989,1607.521461,15026.83572,21328.20406,7.09640578,21.75541281,18.74071829,24.77010733,222658.2306,303920.719
"National","National","Instream_Habitat","Fish_MMI","National","National","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","National-National-Instream_Habitat-Fish_MMI","National-National-Instream_Habitat",0.0667056025993613,0.0296361341270165,0.102358957445519,1.53706928173059,1.24456130655396,1.89832510813107,287,14.48615524,1.382051361,11.77738435,17.19492613,175315.0923,18023.64908,139989.3893,210640.7954,5.41754178,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA3_Ecoregions","Eastern Highlands","Instream_Habitat","Fish_MMI","WSA3 Ecoregions","Eastern Highlands","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA3_Ecoregions-Eastern Highlands-Instream_Habitat-Fish_MMI","WSA3_Ecoregions-Eastern Highlands-Instream_Habitat",0.0365094886979367,-0.0400952512787172,0.107472162546824,1.26183585172912,0.785974453596786,2.02580339529177,75,16.60658775,2.992776775,10.74085306,22.47232244,70980.40698,14195.69103,43157.36383,98803.45013,11.73146938,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA3_Ecoregions","Plains and Lowlands","Instream_Habitat","Fish_MMI","WSA3 Ecoregions","Plains & Lowlands","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA3_Ecoregions-Plains and Lowlands-Instream_Habitat-Fish_MMI","WSA3_Ecoregions-Plains and Lowlands-Instream_Habitat",0.0769699014085575,0.0326789501745186,0.119232892678767,1.774688208841,1.45812833428842,2.15997327844005,105,10.2554983,1.606203156,7.107397962,13.40359864,56635.69904,9276.514076,38454.06555,74817.33254,6.296200678,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA3_Ecoregions","West","Instream_Habitat","Fish_MMI","WSA3 Ecoregions","Western Mountains & Xeric","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA3_Ecoregions-West-Instream_Habitat-Fish_MMI","WSA3_Ecoregions-West-Instream_Habitat",0.102221608967472,0.0155526617920592,0.18126038019242,1.60810202634591,1.17157829882515,2.20727213002414,107,20.68878652,2.587166532,15.61803329,25.75953974,47698.9863,6163.351333,35619.03966,59778.93293,10.14150645,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Coastal Plains","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Coastal Plains","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Coastal Plains-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Coastal Plains-Instream_Habitat",0.0725661473630853,0.00116122613174019,0.138866478234658,1.41099707795149,1.08647719484144,1.83244780786971,36,18.05756051,4.053511272,10.11282441,26.00229662,35902.74802,8763.886302,18725.8465,53079.64953,15.88947221,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Northern Appalachians","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Northern Appalachians","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Northern Appalachians-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Northern Appalachians-Instream_Habitat",0.0841970939520428,-0.0452588682932982,0.197619854596109,1.406852689728,0.890014670266147,2.22382232194336,54,22.49383373,3.897288372,14.85528889,30.13237858,31059.87158,5629.367589,20026.51385,42093.22931,15.27708969,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Northern Plains","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Northern Plains","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Northern Plains-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Northern Plains-Instream_Habitat",0.0203246107891907,-0.0443398440072027,0.0809851086953919,1.29882940760704,0.631927807485055,2.66954201110186,17,6.882183706,1.727716981,3.495920648,10.26844676,1865.603401,462.3306163,959.4520442,2771.754758,6.772526112,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Southern Appalachians","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Southern Appalachians","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Southern Appalachians-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Southern Appalachians-Instream_Habitat",-0.00615362950083487,-0.100749398321413,0.0803128053474498,0.939059692199166,0.377206314325019,2.33780048748962,21,13.79703191,4.144580587,5.673803227,21.92026059,39920.5354,13211.32604,14026.81218,65814.25862,16.246457363,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Southern Plains","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Southern Plains","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Southern Plains-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Southern Plains-Instream_Habitat",0.024554197912208,-0.0307299684409454,0.0768731462713741,1.3600338486941,0.751761384710087,2.46047762922408,13,7.517577207,2.065778852,3.468725057,11.56642936,2918.145746,754.8245477,1438.716818,4397.574674,8.097704303,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Temporate Plains","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Temperate Plains","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Temporate Plains-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Temporate Plains-Instream_Habitat",0.0351361714606059,-0.00588058971900951,0.0744803934592678,1.59857121091271,1.04889857390549,2.43629839903775,33,6.303245791,1.271585355,3.810984292,8.79550729,11714.60005,2211.467902,7380.20261,16048.99749,4.984522998,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Upper Midwest","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Upper Midwest","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Upper Midwest-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Upper Midwest-Instream_Habitat",0.0686288929377049,-0.022762685613491,0.151853942979827,2.52526046460085,1.41440942549106,4.50855339277884,6,4.165962748,1.735278776,0.764878843,7.567046653,4234.601829,1751.733429,801.2673981,7667.936261,6.80216781,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Western Mountains","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Western Mountains","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Western Mountains-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Western Mountains-Instream_Habitat",0.106908573931292,0.0064956058191773,0.197172856014294,1.64553404643094,1.1408480751292,2.37348193593325,65,20.7403568,3.015416954,14.83024817,26.65046543,38688.56657,5589.138128,27734.05714,49643.076,11.82021726,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"WSA9_Ecoregions","Xeric","Instream_Habitat","Fish_MMI","WSA9 Ecoregions","Xeric","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","WSA9_Ecoregions-Xeric-Instream_Habitat-Fish_MMI","WSA9_Ecoregions-Xeric-Instream_Habitat",0.0794929078012349,-0.0760309803434569,0.212538186848703,1.44223775902481,0.819829345146361,2.53717406661695,42,20.47024003,4.139180165,12.35759598,28.58288408,9010.419726,1948.746263,5190.947235,12829.89222,16.2252881,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"Std_Fed_Regions","Region_1","Instream_Habitat","Fish_MMI","EPA Regions","EPA Region 1","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_1-Instream_Habitat-Fish_MMI","Std_Fed_Regions-Region_1-Instream_Habitat",0.0557532030878709,-0.144806822365276,0.221176886737376,1.4863566036471,0.473592927234562,4.66488375598387,17,12.60187854,4.525674684,3.731719153,21.47203792,6807.071301,2411.095831,2081.410309,11532.73229,17.740318767,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
"Std_Fed_Regions","Region_2","Instream_Habitat","Fish_MMI","EPA Regions","EPA Region 2","Keep","In-Stream Fish Habitat","Poor","Most Disturbed","Physical","Std_Fed_Regions-Region_2-Instream_Habitat-Fish_MMI","Std_Fed_Regions-Region_2-Instream_Habitat",-0.0499351992421539,-0.177923974790249,0.0641467987745498,0.804205475150742,0.468914028674932,1.37924311646214,24,22.59336394,4.696812691,13.38778022,31.79894765,11524.17305,2578.043033,6471.301551,16577.04454,18.41116743,14.48615524,11.77738435,17.19492613,139989.3893,210640.7954
