"Type","Subpopulation","Indicator","Category","Count.NResp.T3.Status.Condition","Estimate.P.T3.Status.Condition","StdError.P.T3.Status.Condition","LCB95.P.T3.Status.Condition","UCB95.P.T3.Status.Condition","Estimate.U.T3.Status.Condition","StdError.U.T3.Status.Condition","LCB95.U.T3.Status.Condition","UCB95.U.T3.Status.Condition","CI95.P.T3.Status.Condition","NationalRef.Estimate.P.T3.Status.Condition","NationalRef.LCB95.P.T3.Status.Condition","NationalRef.UCB95.P.T3.Status.Condition","NationalRef.LCB95.U.T3.Status.Condition","NationalRef.UCB95.U.T3.Status.Condition","ID2Condition","IndicatorPlainLanguage","CategoryConditionPlainLanguage","IndicatorConditionFlag","TypePlainLanguage","SubpopulationPlainLanguage","SubpopulationFlag"
"Stream_Size","LargeStreams","Total_Phosphorus","Good",117,25.11874413,2.257891626,20.69335786,29.5441304,78720.88405,7341.604607,64331.60343,93110.16467,8.85077254,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Stream_Size-LargeStreams-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Stream Size","Large Streams","Remove"
"Stream_Size","LargeStreams","Total_Phosphorus","Fair",96,21.60752434,2.524626514,16.6593473,26.55570139,67716.89738,8554.161993,50951.04795,84482.7468,9.89635409,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Stream_Size-LargeStreams-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Stream Size","Large Streams","Remove"
"Stream_Size","LargeStreams","Total_Phosphorus","Poor",243,53.27373153,2.665871383,48.04871963,58.49874342,166957.2022,9182.636288,148959.5658,184954.8386,10.45002379,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Stream_Size-LargeStreams-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Stream Size","Large Streams","Remove"
"Stream_Size","RiversMajor","Total_Phosphorus","Good",81,18.10022512,1.68187033,14.80381985,21.3966304,11365.72131,1102.349986,9205.155038,13526.28758,6.59281055,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Stream_Size-RiversMajor-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Stream Size","Major Rivers","Remove"
"Stream_Size","RiversMajor","Total_Phosphorus","Fair",100,24.72105086,1.976251524,20.84766905,28.59443267,15523.15358,1344.858966,12887.27845,18159.02872,7.74676362,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Stream_Size-RiversMajor-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Stream Size","Major Rivers","Remove"
"Stream_Size","RiversMajor","Total_Phosphorus","Poor",259,57.17872402,2.123441117,53.01685591,61.34059213,35904.38448,1431.656283,33098.38973,38710.37923,8.32373622,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Stream_Size-RiversMajor-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Stream Size","Major Rivers","Remove"
"Stream_Size","RiversOther","Total_Phosphorus","Good",84,17.64305341,1.669851794,14.37020403,20.91590278,15513.64895,1534.435542,12506.21055,18521.08735,6.54569875,17.52449401,15.3535614,19.69542662,185818.791,238352.873,"Stream_Size-RiversOther-Total_Phosphorus","Phosphorus (Total)","Least Disturbed","Keep","Stream Size","Other Rivers","Remove"
"Stream_Size","RiversOther","Total_Phosphorus","Fair",92,18.17401767,1.811154082,14.6242209,21.72381444,15980.5292,1634.145624,12777.66263,19183.39577,7.09959354,24.07692136,20.99827684,27.15556587,248911.2139,333858.6958,"Stream_Size-RiversOther-Total_Phosphorus","Phosphorus (Total)","Moderately Disturbed","Keep","Stream Size","Other Rivers","Remove"
"Stream_Size","RiversOther","Total_Phosphorus","Poor",283,64.18292892,2.21810028,59.83553226,68.53032559,56436.45718,2357.92904,51815.00118,61057.91317,8.69479333,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583,"Stream_Size-RiversOther-Total_Phosphorus","Phosphorus (Total)","Most Disturbed","Keep","Stream Size","Other Rivers","Remove"
"National","National","Total_Nitrogen","Good",566,32.28678191,1.599794036,29.15124322,35.4223206,390742.7511,21866.96828,347884.2808,433601.2214,6.27107738,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"National-National-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","National","National","Keep"
"National","National","Total_Nitrogen","Fair",441,24.51499838,1.594314466,21.39019944,27.63979731,296686.6731,21715.45953,254125.1545,339248.1917,6.24959787,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"National-National-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","National","National","Keep"
"National","National","Total_Nitrogen","Poor",846,43.19821971,1.720367809,39.82636077,46.57007866,522795.7144,26067.18131,471704.9778,573886.4509,6.74371789,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"National-National-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","National","National","Keep"
"WSA3_Ecoregions","Eastern Highlands","Total_Nitrogen","Good",119,27.68845265,2.803847902,22.19301175,33.18389356,118346.8674,12800.4699,93258.40739,143435.3274,10.99088181,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA3_Ecoregions-Eastern Highlands-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA3 Ecoregions","Eastern Highlands","Keep"
"WSA3_Ecoregions","Eastern Highlands","Total_Nitrogen","Fair",110,27.8599559,3.159392867,21.66765966,34.05225213,119079.912,16020.04901,87681.19292,150478.6311,12.38459247,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA3_Ecoregions-Eastern Highlands-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA3 Ecoregions","Eastern Highlands","Keep"
"WSA3_Ecoregions","Eastern Highlands","Total_Nitrogen","Poor",274,44.45159145,3.339262686,37.90675685,50.99642605,189996.4098,17585.93405,155528.6124,224464.2072,13.0896692,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA3_Ecoregions-Eastern Highlands-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA3 Ecoregions","Eastern Highlands","Keep"
"WSA3_Ecoregions","Plains and Lowlands","Total_Nitrogen","Good",221,26.19500752,2.145048742,21.99078924,30.3992258,144661.1875,13104.01872,118977.7827,170344.5922,8.40843656,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA3_Ecoregions-Plains and Lowlands-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA3 Ecoregions","Plains & Lowlands","Keep"
"WSA3_Ecoregions","Plains and Lowlands","Total_Nitrogen","Fair",223,22.4266362,2.099267522,18.31214746,26.54112494,123850.4636,12551.46341,99250.04731,148450.8798,8.22897748,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA3_Ecoregions-Plains and Lowlands-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA3 Ecoregions","Plains & Lowlands","Keep"
"WSA3_Ecoregions","Plains and Lowlands","Total_Nitrogen","Poor",457,51.37835628,2.41514353,46.64476194,56.11195062,283735.5181,18472.01692,247531.0302,319940.006,9.46718868,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA3_Ecoregions-Plains and Lowlands-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA3 Ecoregions","Plains & Lowlands","Keep"
"WSA3_Ecoregions","West","Total_Nitrogen","Good",226,55.4031871,3.370060273,48.79799034,62.00838386,127734.6963,11885.64021,104439.2695,151030.123,13.21039352,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA3_Ecoregions-West-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA3 Ecoregions","Western Mountains & Xeric","Keep"
"WSA3_Ecoregions","West","Total_Nitrogen","Fair",108,23.31606288,2.96073008,17.51313855,29.1189872,53756.29753,7332.04185,39385.75957,68126.83549,11.60584865,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA3_Ecoregions-West-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA3 Ecoregions","Western Mountains & Xeric","Keep"
"WSA3_Ecoregions","West","Total_Nitrogen","Poor",115,21.28075003,2.323590005,16.7265973,25.83490275,49063.78646,5381.461464,38516.31581,59611.25712,9.10830545,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA3_Ecoregions-West-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA3 Ecoregions","Western Mountains & Xeric","Keep"
"WSA9_Ecoregions","Coastal Plains","Total_Nitrogen","Good",60,33.46911251,4.87249811,23.9191917,43.01903332,66544.59843,11134.00372,44722.35214,88366.84472,19.09984162,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Coastal Plains-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Coastal Plains","Keep"
"WSA9_Ecoregions","Coastal Plains","Total_Nitrogen","Fair",79,25.42417746,4.579870374,16.44779647,34.40055844,50549.34392,9951.533755,31044.69617,70053.99167,17.95276197,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Coastal Plains-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Coastal Plains","Keep"
"WSA9_Ecoregions","Coastal Plains","Total_Nitrogen","Poor",79,41.10671003,5.224738018,30.86641169,51.34700837,81729.9685,13720.61756,54838.05225,108621.8848,20.48059668,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Coastal Plains-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Coastal Plains","Keep"
"WSA9_Ecoregions","Northern Appalachians","Total_Nitrogen","Good",79,36.09486224,4.469240235,27.33531234,44.85441214,49840.40511,7023.966843,36073.68307,63607.12716,17.5190998,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Northern Appalachians-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Northern Appalachians","Keep"
"WSA9_Ecoregions","Northern Appalachians","Total_Nitrogen","Fair",39,19.69688828,5.703987469,8.517278271,30.87649829,27197.80131,9399.16563,8775.775188,45619.82743,22.359220019,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Northern Appalachians-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Northern Appalachians","Keep"
"WSA9_Ecoregions","Northern Appalachians","Total_Nitrogen","Poor",134,44.20824948,4.566280325,35.2585045,53.15799446,61043.50944,6141.022776,49007.32597,73079.69291,17.89948996,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Northern Appalachians-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Northern Appalachians","Keep"
"WSA9_Ecoregions","Northern Plains","Total_Nitrogen","Good",67,47.40451977,3.356678763,40.82555029,53.98348926,12850.28664,1139.773437,10616.37175,15084.20153,13.15793897,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Northern Plains-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Northern Plains","Keep"
"WSA9_Ecoregions","Northern Plains","Total_Nitrogen","Fair",38,18.27169968,2.650629189,13.07656193,23.46683742,4953.042016,703.7881606,3573.642569,6332.441464,10.39027549,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Northern Plains-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Northern Plains","Keep"
"WSA9_Ecoregions","Northern Plains","Total_Nitrogen","Poor",67,34.32378055,3.205718381,28.04068798,40.60687312,9304.395882,954.5793152,7433.454804,11175.33696,12.56618514,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Northern Plains-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Northern Plains","Keep"
"WSA9_Ecoregions","Southern Appalachians","Total_Nitrogen","Good",40,23.6766826,3.631116094,16.55982583,30.79353936,68506.46226,11172.6733,46608.42498,90404.49954,14.23371353,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Southern Appalachians-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Southern Appalachians","Keep"
"WSA9_Ecoregions","Southern Appalachians","Total_Nitrogen","Fair",71,31.75559647,3.923526076,24.06562667,39.44556627,91882.1107,13006.46813,66389.9016,117374.3198,15.3799396,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Southern Appalachians-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Southern Appalachians","Keep"
"WSA9_Ecoregions","Southern Appalachians","Total_Nitrogen","Poor",140,44.56772093,4.464935334,35.81660849,53.31883338,128952.9004,16535.29758,96544.31266,161361.4881,17.50222489,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Southern Appalachians-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Southern Appalachians","Keep"
"WSA9_Ecoregions","Southern Plains","Total_Nitrogen","Good",31,19.2250927,3.250713298,12.85381171,25.59637368,7462.726478,1047.463954,5409.734853,9515.718104,12.74256197,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Southern Plains-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Southern Plains","Keep"
"WSA9_Ecoregions","Southern Plains","Total_Nitrogen","Fair",37,23.90019191,4.180326743,15.70690205,32.09348177,9277.489468,1315.93607,6698.302165,11856.67677,16.38657972,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Southern Plains-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Southern Plains","Keep"
"WSA9_Ecoregions","Southern Plains","Total_Nitrogen","Poor",65,56.87471539,5.646254717,45.8082595,67.94117128,22077.41992,4154.800556,13934.16047,30220.67937,22.13291178,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Southern Plains-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Southern Plains","Keep"
"WSA9_Ecoregions","Temporate Plains","Total_Nitrogen","Good",40,19.49623954,2.753377149,14.09971949,24.89275958,36233.81607,5312.700427,25821.11457,46646.51757,10.79304009,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Temporate Plains-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Temperate Plains","Keep"
"WSA9_Ecoregions","Temporate Plains","Total_Nitrogen","Fair",33,14.87557654,2.686659734,9.609820221,20.14133285,27646.30088,5196.196286,17461.9433,37830.65845,10.531512629,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Temporate Plains-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Temperate Plains","Keep"
"WSA9_Ecoregions","Temporate Plains","Total_Nitrogen","Poor",146,65.62818393,3.401417269,58.96152858,72.29483927,121970.1646,9969.601244,102430.1052,141510.224,13.33331069,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Temporate Plains-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Temperate Plains","Keep"
"WSA9_Ecoregions","Upper Midwest","Total_Nitrogen","Good",23,21.22013347,3.794981281,13.78210683,28.6581601,21569.75985,4117.490493,13499.62677,29639.89292,14.87605327,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Upper Midwest-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Upper Midwest","Keep"
"WSA9_Ecoregions","Upper Midwest","Total_Nitrogen","Fair",36,30.91492788,4.573259402,21.95150416,39.87835159,31424.28727,5385.996773,20867.92757,41980.64696,17.92684743,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Upper Midwest-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Upper Midwest","Keep"
"WSA9_Ecoregions","Upper Midwest","Total_Nitrogen","Poor",100,47.86493866,4.301406113,39.43433759,56.29553972,48653.56919,5441.728414,37987.97749,59319.1609,16.86120213,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Upper Midwest-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Upper Midwest","Keep"
"WSA9_Ecoregions","Western Mountains","Total_Nitrogen","Good",146,59.59643942,3.91757753,51.91812856,67.27475029,111169.7757,11641.70064,88352.46175,133987.0897,15.35662173,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Western Mountains-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Western Mountains","Keep"
"WSA9_Ecoregions","Western Mountains","Total_Nitrogen","Fair",60,19.87202985,3.378867219,13.2495718,26.49448791,37068.81021,6696.518602,23943.87493,50193.74549,13.24491611,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Western Mountains-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Western Mountains","Keep"
"WSA9_Ecoregions","Western Mountains","Total_Nitrogen","Poor",60,20.53153072,2.650882521,15.33589646,25.72716499,38299.02739,4818.355299,28855.22454,47742.83024,10.39126853,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Western Mountains-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Western Mountains","Keep"
"WSA9_Ecoregions","Xeric","Total_Nitrogen","Good",80,37.63286394,4.997127789,27.83867345,47.42705444,16564.92054,1879.45145,12881.26339,20248.5777,19.58838099,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"WSA9_Ecoregions-Xeric-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","WSA9 Ecoregions","Xeric","Keep"
"WSA9_Ecoregions","Xeric","Total_Nitrogen","Fair",48,37.91131616,6.160046016,25.83784783,49.9847845,16687.48732,3840.145982,9160.939502,24214.03514,24.14693667,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"WSA9_Ecoregions-Xeric-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","WSA9 Ecoregions","Xeric","Keep"
"WSA9_Ecoregions","Xeric","Total_Nitrogen","Poor",55,24.45581989,3.441332316,17.7109325,31.20070729,10764.75907,1390.189256,8040.038194,13489.47994,13.48977479,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"WSA9_Ecoregions-Xeric-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","WSA9 Ecoregions","Xeric","Keep"
"Std_Fed_Regions","Region_1","Total_Nitrogen","Good",56,45.11294841,7.900966457,29.62733871,60.59855811,24368.35552,3668.016756,17179.17478,31557.53625,30.9712194,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_1-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 1","Keep"
"Std_Fed_Regions","Region_1","Total_Nitrogen","Fair",25,26.06423234,10.23991913,5.994359647,46.13410503,14078.93969,7269.486272,0,28326.87097,40.139745383,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_1-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 1","Keep"
"Std_Fed_Regions","Region_1","Total_Nitrogen","Poor",49,28.82281925,6.182044916,16.70623387,40.93940464,15569.02688,3283.846064,9132.806867,22005.2469,24.23317077,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_1-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 1","Keep"
"Std_Fed_Regions","Region_2","Total_Nitrogen","Good",10,20.99419434,5.945087473,9.342037009,32.64635167,10708.48632,3514.682694,3819.834819,17597.13781,23.304314661,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_2-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 2","Keep"
"Std_Fed_Regions","Region_2","Total_Nitrogen","Fair",12,14.90099678,4.29102192,6.490748358,23.3112452,7600.535534,2285.042246,3121.935029,12079.13604,16.820496842,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_2-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 2","Keep"
"Std_Fed_Regions","Region_2","Total_Nitrogen","Poor",71,64.10480888,5.439889372,53.44282163,74.76679613,32697.87149,3209.455741,26407.45383,38988.28916,21.3239745,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_2-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 2","Keep"
"Std_Fed_Regions","Region_3","Total_Nitrogen","Good",25,29.15689698,5.816597036,17.75657627,40.55721768,40885.38662,8728.477379,23777.88532,57992.88792,22.80064141,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_3-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 3","Keep"
"Std_Fed_Regions","Region_3","Total_Nitrogen","Fair",32,25.47349373,5.058603452,15.55881316,35.38817431,35720.31827,7484.707586,21050.56097,50390.07558,19.82936115,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_3-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 3","Keep"
"Std_Fed_Regions","Region_3","Total_Nitrogen","Poor",77,45.36960929,6.81834699,32.00589476,58.73332382,63619.73354,13363.63058,37427.4989,89811.96818,26.72742906,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_3-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 3","Keep"
"Std_Fed_Regions","Region_4","Total_Nitrogen","Good",56,28.55890499,3.625208125,21.45362763,35.66418236,70843.30364,9409.985514,52400.07094,89286.53634,14.21055473,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_4-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 4","Keep"
"Std_Fed_Regions","Region_4","Total_Nitrogen","Fair",79,28.04708535,4.080034284,20.05036509,36.0438056,69573.68232,11131.82408,47755.70804,91391.6566,15.99344051,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_4-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 4","Keep"
"Std_Fed_Regions","Region_4","Total_Nitrogen","Poor",86,43.39400966,4.405709434,34.75897784,52.02904148,107643.3079,14495.71793,79232.22279,136054.3929,17.27006364,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_4-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 4","Keep"
"Std_Fed_Regions","Region_5","Total_Nitrogen","Good",42,20.86672375,2.903846267,15.17528965,26.55815785,48162.59635,7120.370037,34206.92752,62118.26518,11.3828682,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_5-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_5","Total_Nitrogen","Fair",53,24.14293381,3.366463416,17.54478676,30.74108086,55724.43425,8817.078375,38443.27819,73005.59032,13.1962941,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_5-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_5","Total_Nitrogen","Poor",184,54.99034244,3.620984072,47.89334407,62.0873408,126923.5026,10792.86763,105769.8707,148077.1344,14.19399673,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_5-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_6","Total_Nitrogen","Good",52,30.31297758,6.175050804,18.2101004,42.41585476,37913.39598,9194.564579,19892.38056,55934.41141,24.20575436,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_6-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 6","Keep"
"Std_Fed_Regions","Region_6","Total_Nitrogen","Fair",68,31.46217091,6.22885107,19.25384715,43.67049468,39350.72829,9378.433978,20969.33546,57732.12112,24.41664753,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_6-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 6","Keep"
"Std_Fed_Regions","Region_6","Total_Nitrogen","Poor",76,38.22485151,6.096188724,26.27654117,50.17316185,47809.02596,8680.574316,30795.41293,64822.63898,23.89662068,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_6-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 6","Keep"
"Std_Fed_Regions","Region_7","Total_Nitrogen","Good",34,17.65247671,2.946227542,11.87797684,23.42697658,18377.4724,3075.840931,12348.93495,24406.00984,11.54899974,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_7-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 7","Keep"
"Std_Fed_Regions","Region_7","Total_Nitrogen","Fair",28,15.71019843,3.453241274,8.941969906,22.47842696,16355.42382,3785.925424,8935.146337,23775.7013,13.536457054,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_7-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 7","Keep"
"Std_Fed_Regions","Region_7","Total_Nitrogen","Poor",112,66.63732486,3.960296913,58.87528554,74.39936417,69374.15175,6935.278089,55781.25647,82967.04702,15.52407863,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_7-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 7","Keep"
"Std_Fed_Regions","Region_8","Total_Nitrogen","Good",128,46.17514776,4.368250346,37.61353441,54.73676111,59233.75505,8186.759028,43188.00221,75279.5079,17.1232267,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_8-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 8","Keep"
"Std_Fed_Regions","Region_8","Total_Nitrogen","Fair",74,22.31915725,3.255225785,15.93903195,28.69928255,28631.14809,4269.692043,20262.70546,36999.59072,12.7602506,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_8-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 8","Keep"
