Survey_1,Survey_2,Type,Subpopulation,Indicator,Category,DiffEst.P,StdError.P,LCB95Pct.P,UCB95Pct.P,DiffEst.UP,NResp_1,Estimate.P_1,StdError.P_1,LCB95Pct.P_1,UCB95Pct.P_1,Estimate.U_1,StdError.U_1,LCB95Pct.U_1,UCB95Pct.U_1,NResp_2,Estimate.P_2,StdError.P_2,LCB95Pct.P_2,UCB95Pct.P_2,Estimate.U_2,StdError.U_2,LCB95Pct.U_2,UCB95Pct.U_2
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Missouri Region,Nitrogen_Conc_Class,100 - 1000,-2.009638472,6.037415418,-13.84275525,9.823478307,-2079.350304,142,47.88622751,4.549491767,38.9693875,56.80306752,51132.14738,5188.776496,40962.33233,61301.96244,132,45.87658904,4.589179137,36.88196321,54.87121487,47467.99024,4415.087552,38814.57765,56121.40283
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Missouri Region,Nitrogen_Conc_Class,1000 - 10000,1.319948284,5.529426371,-9.517528259,12.15742483,1365.735631,105,32.93629009,3.924686428,25.24404604,40.62853414,35168.84346,4437.443877,26471.61328,43866.07364,110,34.25623838,4.260387264,25.90603278,42.60644397,35444.54422,5151.015422,25348.73951,45540.34893
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Missouri Region,Nitrogen_Conc_Class,> 10000,3.411267304,2.049733695,-0.606136916,7.428671524,3529.599879,5,3.350487112,1.568256662,0.276760537,6.424213688,3577.596518,1674.955193,294.7446643,6860.448373,8,6.761754417,2.062821239,2.718699081,10.80480975,6996.311177,2137.682283,2806.530891,11186.09146
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Missouri Region,Nitrogen_Conc_Class,Not Assessed,-0.999691545,0.790529254,-2.549100411,0,-1034.369588,3,0.999691545,0.790529254,0,2.549100411,1067.454633,844.8015019,0,2723.235151,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,New England Region,Nitrogen_Conc_Class,100 - 1000,-15.40362888,4.720671335,-24.65597468,-6.151283084,-5163.853872,37,93.47163745,3.588483905,86.43833824,100,35211.31989,5219.583796,24981.12363,45441.51614,47,78.06800857,6.854002383,64.63441075,91.50160639,26171.22182,2553.518754,21166.41703,31176.02661
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,New England Region,Nitrogen_Conc_Class,1000 - 10000,7.142246627,2.784930507,1.683883134,12.60061012,2394.339553,4,6.528362547,3.588483905,0,13.56166176,2459.272869,1340.74428,0,5087.083369,7,13.67060917,5.696353987,2.505960515,24.83525783,4582.882946,2090.999869,484.5985115,8681.167381
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,New England Region,Nitrogen_Conc_Class,< 100,8.261382255,4.814076534,0,17.69679888,2769.514318,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.261382255,4.814076534,0,17.69679888,2769.514318,1635.402256,0,5974.843841
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Ohio-Tennessee Region,Nitrogen_Conc_Class,100 - 1000,13.56447896,6.495952204,0.832646592,26.29631132,19583.43825,65,65.51363146,5.483270048,54.76661965,76.26064328,82031.75897,8225.337236,65910.39423,98153.12372,66,79.07811042,4.143589275,70.95682468,87.19939617,114167.3998,10750.89377,93096.03526,135238.7644
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Ohio-Tennessee Region,Nitrogen_Conc_Class,1000 - 10000,-10.34089677,6.054610334,-22.20771497,1.525921421,-14929.4576,26,29.28731323,5.13000927,19.23267982,39.34194664,36671.60202,7607.784265,21760.61885,51582.58518,22,18.94641645,3.921670389,11.26008373,26.63274918,27353.50012,5789.404203,16006.47639,38700.52385
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Ohio-Tennessee Region,Nitrogen_Conc_Class,> 10000,-1.900476702,2.830887958,-7.448915144,3.64796174,-2743.774256,2,3.875949826,2.33293988,0,8.44842797,4853.203446,2943.688139,0,10622.72618,1,1.975473124,1.60353302,0,5.118340091,2852.048801,2330.251444,0,7419.257707
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Ohio-Tennessee Region,Nitrogen_Conc_Class,< 100,-1.323105481,0.815964372,-2.922366263,0,-1910.206398,2,1.323105481,0.815964372,0,2.922366263,1656.703612,1010.501199,0,3637.249568,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Pacific Northwest Region,Nitrogen_Conc_Class,< 100,6.396985925,7.540027188,-8.381195806,21.17516766,7063.586612,29,45.49081266,6.195016604,33.34880323,57.63282209,49166.68478,7593.505709,34283.68707,64049.68248,44,51.88779859,5.947991375,40.22994971,63.54564746,57294.78909,8650.263427,40340.58432,74248.99387
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Pacific Northwest Region,Nitrogen_Conc_Class,100 - 1000,-2.159759948,7.711353998,-17.27373606,12.95421616,-2384.818669,43,50.12399201,6.209880673,37.95284955,62.29513448,54174.24687,8248.457954,38007.56635,70340.92738,62,47.96423207,5.945914233,36.31045431,59.61800982,52962.36563,7069.732223,39105.94509,66818.78616
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Pacific Northwest Region,Nitrogen_Conc_Class,1000 - 10000,-3.697946298,1.728569279,-7.08587983,-0.310012767,-4083.292393,5,3.845915646,1.72395839,0.467019291,7.224812001,4156.68376,1831.320634,567.3612733,7746.006247,1,0.147969347,0.1261714,0,0.395260748,163.3885572,137.8305016,0,433.5313763
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Pacific Northwest Region,Nitrogen_Conc_Class,Not Assessed,-0.539279679,0.486509768,-1.492821302,0,-595.4755508,1,0.539279679,0.486509768,0,1.492821302,582.8560188,516.6721479,0,1595.514821,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Rio Grande-Texas-Gulf Region,Nitrogen_Conc_Class,< 100,-0.671658691,1.028623574,-2.68772385,1.344406467,-256.4405278,1,1.082944102,0.963232384,0,2.970844883,330.8923766,285.0760352,0,889.6311385,1,0.41128541,0.360901415,0,1.118639185,157.0295285,134.0601284,0,419.7825519
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Rio Grande-Texas-Gulf Region,Nitrogen_Conc_Class,100 - 1000,-0.563950148,8.948183524,-18.10206758,16.97416729,-215.3172071,32,74.41066963,7.961295806,58.80681658,90.01452268,22736.09809,3800.423832,15287.40425,30184.79192,37,73.84671948,7.382879269,59.37654201,88.31689695,28194.81376,6712.15995,15039.222,41350.40552
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Rio Grande-Texas-Gulf Region,Nitrogen_Conc_Class,1000 - 10000,-6.05519883,8.697068568,-23.10113999,10.99074233,-2311.886086,10,22.58643882,7.74309996,7.410241774,37.76263587,6901.261488,2429.284995,2139.95039,11662.57259,17,16.53123999,4.619768173,7.476660757,25.58581923,6311.657933,1388.470716,3590.305337,9033.010529
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Rio Grande-Texas-Gulf Region,Nitrogen_Conc_Class,> 10000,8.373946154,5.632730604,-2.666002965,19.41389527,3197.188093,1,0.836808964,0.762282917,0,2.330856029,255.6860567,227.4544854,0,701.4886561,2,9.210755118,6.167528169,0,21.2988882,3516.6833,2456.401708,0,8331.142179
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Rio Grande-Texas-Gulf Region,Nitrogen_Conc_Class,Not Assessed,-1.083138484,0.950717844,-2.946511218,0,-413.544272,1,1.083138484,0.950717844,0,2.946511218,330.9517701,288.0069478,0,895.4350151,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Souris-Red-Rainy Region,Nitrogen_Conc_Class,100 - 1000,-9.435421882,14.12821512,-37.12621468,18.25537092,-1221.005836,7,47.58034859,14.16557033,19.81634093,75.34435626,7706.91894,2105.301924,3580.602993,11833.23489,3,38.14492671,13.12467562,12.4210352,63.86881823,4936.205155,1943.030708,1127.934945,8744.475364
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Souris-Red-Rainy Region,Nitrogen_Conc_Class,1000 - 10000,9.435421882,14.12821512,-18.25537092,37.12621468,1221.005836,12,52.41965141,14.16557033,24.65564374,80.18365907,8490.774368,2888.169693,2830.065788,14151.48295,8,61.85507329,13.12467562,36.13118177,87.5789648,8004.454535,2308.595566,3479.690371,12529.2187
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,South-Atlantic Region,Nitrogen_Conc_Class,< 100,3.097717647,3.653967105,-4.063926279,10.25936157,3413.857234,4,4.287753073,1.825510858,0.709817538,7.865688608,4315.225994,1795.023287,797.0449991,7833.406988,4,7.38547072,3.165278141,1.181639562,13.58930188,8139.199733,3421.76612,1432.661375,14845.73809
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,South-Atlantic Region,Nitrogen_Conc_Class,100 - 1000,2.456569601,8.416986719,-14.04042123,18.95356043,2707.276408,50,58.20420256,6.712291761,45.04835245,71.36005266,58577.13435,7376.529274,44119.40264,73034.86606,41,60.66077216,7.330879158,46.29251304,75.02903128,66851.54668,10417.81642,46433.0017,87270.09165
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,South-Atlantic Region,Nitrogen_Conc_Class,1000 - 10000,-3.993738723,8.087158866,-19.84427884,11.85680139,-4401.322324,18,35.94749584,6.894072386,22.43536226,49.45962943,36177.82224,9010.763595,18517.05012,53838.59436,15,31.95375712,7.028371734,18.17840165,45.72911259,35214.81857,9362.529024,16864.59888,53565.03826
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,South-Atlantic Region,Nitrogen_Conc_Class,> 10000,-0.752515582,0.711961914,-2.147935292,0,-829.3140485,1,0.752515582,0.711961914,0,2.147935292,757.3371749,687.7130074,0,2105.229901,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,South-Atlantic Region,Nitrogen_Conc_Class,Not Assessed,-0.808032943,0.753042054,-2.283968247,0,-890.4972696,1,0.808032943,0.753042054,0,2.283968247,813.2102521,738.4887229,0,2260.621552,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Upper Colorado Region,Nitrogen_Conc_Class,< 100,-5.332760391,9.688409347,-24.32169378,13.656173,-1187.772647,6,13.9992017,6.852032587,0.569464613,27.4289388,3132.346873,1456.861134,276.95152,5987.742225,2,8.666441313,5.147349526,0,18.755061,1930.287728,1172.610293,0,4228.56167
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Upper Colorado Region,Nitrogen_Conc_Class,100 - 1000,-1.936665188,9.362418491,-20.28666824,16.41333786,-431.3559523,29,84.36163432,6.993867077,70.65390674,98.06936191,18876.06929,2810.012999,13368.54502,24383.59357,31,82.42496914,5.911167066,70.83929458,94.01064369,18358.62041,2086.066407,14270.00539,22447.23544
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Upper Colorado Region,Nitrogen_Conc_Class,1000 - 10000,7.269425579,3.343698802,0.715896352,13.82295481,1619.128599,2,1.639163971,1.244564765,0,4.078466088,366.7659233,278.1261212,0,911.8831041,4,8.90858955,3.153385243,2.728068044,15.08911106,1984.221719,719.9224186,573.1997073,3395.243731
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Upper Mississippi Region,Nitrogen_Conc_Class,100 - 1000,2.635184333,6.500214719,-10.10500241,15.37537108,2216.593841,27,26.97753816,4.849436625,17.47281703,36.48225929,21191.77526,3243.353625,14834.91897,27548.63156,22,29.61272249,4.734422448,20.33342501,38.89201998,24908.83748,4151.735727,16771.58498,33046.08998
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Upper Mississippi Region,Nitrogen_Conc_Class,1000 - 10000,-22.10527785,7.599153106,-36.99934425,-7.211211445,-18593.92609,44,68.24312833,5.529034205,57.40642042,79.07983624,53607.30214,8727.499979,36501.7165,70712.88777,42,46.13785048,5.822745447,34.72547912,57.55022185,38809.00244,5548.042459,27935.03903,49682.96584
NRSA 2008-2009,NRSA 2013-2014,Major_Basins,Upper Mississippi Region,Nitrogen_Conc_Class,> 10000,19.47009351,5.454692589,8.779092492,30.16109453,16377.33225,5,4.779333512,2.511888464,0,9.702544434,3754.329291,1947.160662,0,7570.69406,15,24.24942703,4.718856267,15.00063869,33.49821536,20397.48412,4468.299085,11639.77884,29155.1894
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,BLM,Nitrogen_Conc_Class,< 100,21.88875086,16.72450452,-10.89067566,54.66817737,3571.530869,3,3.318558039,1.855567948,0,6.955404389,636.3621091,345.1669417,0,1312.876884,2,25.2073089,16.62124902,0,57.78435835,4113.011402,2982.033313,0,9957.689296
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,BLM,Nitrogen_Conc_Class,100 - 1000,-21.61992573,16.76972656,-54.48798583,11.24813436,-3527.667369,29,95.36088018,2.082986926,91.27830082,99.44345953,18286.27076,2459.386001,13465.96278,23106.57875,23,73.74095444,16.63985861,41.12743086,100,12032.12083,3236.567789,5688.56453,18375.67713
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,BLM,Nitrogen_Conc_Class,1000 - 10000,-0.268825122,1.514356994,-3.236910291,2.699260047,-43.86349993,1,1.320561786,1.154354057,0,3.583054163,253.2291054,220.0652288,0,684.5490282,1,1.051736664,0.980175402,0,2.97284515,171.6091515,152.5839264,0,470.6681519
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,DOD,Nitrogen_Conc_Class,< 100,-65.85230787,23.3195297,-100,-20.14686951,-1879.9436,1,92.71763868,13.50406692,66.25015388,100,837.7296752,837.7296752,0,2479.649667,1,26.86533081,19.01159232,0,64.12736704,766.9481653,597.1304694,0,1937.302379
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,DOD,Nitrogen_Conc_Class,1000 - 10000,-7.282361322,13.50406692,-33.74984612,0,-207.8959569,1,7.282361322,13.50406692,0,33.74984612,65.79816173,65.79816173,0,194.760189,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,DOD,Nitrogen_Conc_Class,100 - 1000,73.13466919,19.01159232,35.87263296,100,2087.839556,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,73.13466919,19.01159232,35.87263296,100,2087.839556,533.2736895,1042.642331,3133.036782
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,FWS,Nitrogen_Conc_Class,100 - 1000,34.83307303,41.02498572,-45.57442146,100,1357.732069,2,38.91578055,20.21340527,0,78.53332688,1215.9311,644.7910663,0,2479.698367,2,73.74885358,20.5405466,33.49012203,100,2874.600914,1405.802843,119.2779733,5629.923856
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,FWS,Nitrogen_Conc_Class,1000 - 10000,-34.83307303,41.02498572,-100,45.57442146,-1357.732069,3,61.08421945,20.21340527,21.46667312,100,1908.588266,1195.01111,0,4250.767003,2,26.25114642,20.5405466,0,66.50987797,1023.223628,662.6614644,0,2322.016232
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Local Government,Nitrogen_Conc_Class,100 - 1000,-45.65021887,14.58885896,-74.24385701,-17.05658073,-2108.171201,7,71.38057286,17.90805769,36.28142476,100,3451.73419,1170.005125,1158.566283,5744.902098,4,25.73035399,11.44793554,3.292812628,48.16789535,1188.2526,488.8786837,230.0679873,2146.437213
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Local Government,Nitrogen_Conc_Class,1000 - 10000,45.65021887,14.58885896,17.05658073,74.24385701,2108.171201,3,28.61942714,17.90805769,0,63.71857524,1383.943154,858.1419893,0,3065.870547,10,74.26964601,11.44793554,51.83210465,96.70718737,3429.84399,1179.770742,1117.535825,5742.152154
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Native American,Nitrogen_Conc_Class,100 - 1000,19.4540896,18.72781162,-17.25174669,56.15992589,483.3715443,6,42.54263036,15.20007521,12.75103039,72.33423033,887.8015687,421.8139437,61.06143086,1714.541707,13,61.99671996,11.9806085,38.51515879,85.47828113,1540.419052,450.0999744,658.2393131,2422.598792
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Native American,Nitrogen_Conc_Class,1000 - 10000,-18.27337243,18.71762086,-54.95923519,18.41249033,-454.0345209,10,56.27665247,15.18751753,26.5096651,86.04363984,1174.410231,305.9285997,574.8011936,1774.019268,6,38.00328004,11.9806085,14.52171887,61.48484121,944.2592553,297.1933796,361.7709348,1526.747576
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Native American,Nitrogen_Conc_Class,Not Assessed,-1.18071717,1.062604763,-3.263384235,0,-29.33702341,1,1.18071717,1.062604763,0,3.263384235,24.63981534,20.99748896,0,65.79413748,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,NPS,Nitrogen_Conc_Class,< 100,0.330263766,32.34400516,-63.06282146,63.72334899,26.00420624,3,54.36432533,27.89185636,0,100,931.8649989,673.8857874,0,2252.656872,3,54.6945891,16.37617228,22.59788123,86.79129697,4306.525643,1476.57153,1412.498624,7200.552662
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,NPS,Nitrogen_Conc_Class,100 - 1000,-1.790182481,32.52390775,-65.53587032,61.95550535,-140.9548346,2,45.63567467,27.89185636,0,100,782.2462187,472.8413283,0,1708.998193,5,43.84549219,16.72868567,11.05787076,76.63311361,3452.292805,1704.895087,110.7598371,6793.825773
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,NPS,Nitrogen_Conc_Class,1000 - 10000,1.459918716,1.401911517,0,4.207614798,114.9506284,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.459918716,1.401911517,0,4.207614798,114.9506284,99.18933783,0,309.3581582
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Other Fed,Nitrogen_Conc_Class,< 100,67.72327446,17.66441382,33.10165957,100,6708.618015,1,3.159126939,3.531237452,0,10.08022517,320.0057909,286.1155326,0,880.7819301,2,70.8824014,16.05500913,39.41516173,100,7021.558818,4920.415428,0,16665.39585
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Other Fed,Nitrogen_Conc_Class,100 - 1000,-71.83379161,15.75004986,-100,-40.96426112,-7115.802837,10,96.48066972,3.662913873,89.30149045,100,9773.071362,4925.132521,119.9890015,19426.15372,10,24.64687811,14.07301112,0,52.22947307,2441.501712,540.5846208,1381.975325,3501.028099
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Other Fed,Nitrogen_Conc_Class,1000 - 10000,4.110517153,4.482266567,-4.674563887,12.89559819,407.1848216,1,0.360203337,0.36209644,0,1.069899318,36.48702817,31.45785293,0,98.14328694,2,4.47072049,4.346177635,0,12.98907213,442.8663005,384.3872331,0,1196.251434
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Private,Nitrogen_Conc_Class,< 100,0.572815,0.819223281,-1.032833127,2.178463127,3885.203794,24,2.95984536,0.546443002,1.888836756,4.030853964,19360.1707,3560.118774,12382.46612,26337.87528,27,3.53266036,0.703849396,2.153140894,4.912179826,23960.79964,4756.463404,14638.30267,33283.2966
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Private,Nitrogen_Conc_Class,100 - 1000,-0.537965321,2.756839907,-5.94127225,4.865341609,-3648.83061,516,60.37821197,2.155851949,56.1528198,64.60360415,394930.2576,17847.43104,359949.9355,429910.5796,445,59.84024665,2.207537282,55.51355308,64.16694022,405875.4633,21724.87497,363295.4908,448455.4358
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Private,Nitrogen_Conc_Class,1000 - 10000,-2.621470803,2.65072387,-7.816794121,2.573852515,-17780.51957,285,33.96071216,2.128490601,29.78894724,38.13247708,222134.9782,16753.00716,189299.6875,254970.2689,272,31.33924135,2.092089223,27.23882182,35.43966088,212563.1129,15454.42844,182272.9897,242853.236
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Private,Nitrogen_Conc_Class,> 10000,2.920973199,1.04314065,0.876455094,4.965491304,19811.93957,15,2.366878435,0.669430642,1.054818486,3.678938384,15481.60966,4390.002973,6877.361945,24085.85738,28,5.287851634,0.890973442,3.541575777,7.034127491,35865.64815,6115.901307,23878.70186,47852.59444
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Private,Nitrogen_Conc_Class,Not Assessed,-0.334352075,0.177625415,-0.682491491,0,-2267.793184,4,0.334352075,0.177625415,0,0.682491491,2186.97684,1156.639287,0,4453.948186,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Regional Agency,Nitrogen_Conc_Class,100 - 1000,-2.509356209,6.468114854,-15.18662837,10.16791595,-25.81376645,1,4.7537596,5.382463622,0,15.30319445,89.79209157,77.43269664,0,241.5573882,1,2.244403391,3.586864246,0,9.27452813,23.08819479,23.08819479,0,68.34022503
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Regional Agency,Nitrogen_Conc_Class,1000 - 10000,-9.675716863,20.64627102,-50.14166448,30.79023076,-99.53417311,3,95.2462404,5.382463622,84.69680555,100,1799.072704,768.8009335,292.2505634,3305.894845,1,85.57052354,19.93232532,46.50388379,100,880.2646278,880.2646278,0,2605.551595
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,Regional Agency,Nitrogen_Conc_Class,> 10000,12.18507307,18.30124144,0,48.05484716,125.3479396,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.18507307,18.30124144,0,48.05484716,125.3479396,125.3479396,0,371.0253866
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,State,Nitrogen_Conc_Class,< 100,-2.132630401,7.077488133,-16.00425224,11.73899144,-933.7495399,5,16.93689329,6.40216385,4.388882719,29.48490386,9643.587838,3967.447289,1867.53404,17419.64164,7,14.80426289,6.081867623,2.884021387,26.72450439,6481.889059,2827.433862,940.2205207,12023.5576
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,State,Nitrogen_Conc_Class,100 - 1000,2.531766959,7.813444184,-12.78230224,17.84583616,1108.507237,45,70.66421261,7.163837311,56.62334949,84.70507573,40235.03778,5235.295922,29974.04633,50496.02923,39,73.19597957,6.8734302,59.72430393,86.66765521,32048.0812,4478.176467,23271.01661,40825.14579
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,State,Nitrogen_Conc_Class,1000 - 10000,-2.15755566,3.439245387,-8.898352752,4.583241433,-944.6627995,9,12.3988941,4.532095599,3.516149953,21.28163825,7059.725909,2599.75796,1964.293939,12155.15788,15,10.24133844,3.778725027,2.835173482,17.6475034,4484.061118,1595.794604,1356.361167,7611.761069
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,State,Nitrogen_Conc_Class,> 10000,1.758419101,1.450801941,0,4.601938655,769.9051025,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.758419101,1.450801941,0,4.601938655,769.9051025,628.0607879,0,2000.881627
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,USFS,Nitrogen_Conc_Class,< 100,-6.229162444,6.861151493,-19.67677226,7.218447375,-8026.76995,43,48.55395384,5.644738345,37.49046998,59.61743769,59899.4713,8254.440945,43721.06433,76077.87827,53,42.32479139,4.969298984,32.58514435,52.06443843,54538.85121,7456.252057,39924.86571,69152.8367
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,USFS,Nitrogen_Conc_Class,100 - 1000,6.926645952,7.003148197,-6.799272293,20.6525642,8925.532779,54,47.968248,5.68683926,36.82224787,59.11424814,59176.90461,8094.529649,43311.91803,75041.89119,65,54.89489395,5.154646083,44.79197328,64.99781463,70736.42551,8621.10258,53839.37494,87633.47607
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,USFS,Nitrogen_Conc_Class,1000 - 10000,-0.225025845,2.190228935,-4.517795676,4.067743987,-289.9636517,4,3.0053405,1.580446611,0,6.102958936,3707.593157,1951.011918,0,7531.50625,4,2.780314655,1.543469963,0,5.805460193,3582.655986,1986.516466,0,7476.156715
NRSA 2008-2009,NRSA 2013-2014,Land_Owner,USFS,Nitrogen_Conc_Class,Not Assessed,-0.472457663,0.434976782,-1.32499649,0,-608.7991775,1,0.472457663,0.434976782,0,1.32499649,582.8560188,529.287717,0,1620.240882,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,FS_East_West,East,Nitrogen_Conc_Class,100 - 1000,27.17698377,13.51196813,0.694012876,53.65995466,6831.107816,8,66.21050451,12.17273709,42.35237822,90.06863081,9459.175852,2511.40643,4536.909699,14381.44201,15,93.38748828,5.864959878,81.89237815,100,23473.53947,5470.705145,12751.15441,34195.92452
NRSA 2008-2009,NRSA 2013-2014,FS_East_West,East,Nitrogen_Conc_Class,1000 - 10000,-2.133430217,9.556102771,-20.86304748,16.59618705,-536.2512616,1,8.745941935,7.544623635,0,23.53313254,1249.490596,1084.803519,0,3375.666425,1,6.612511718,5.864959878,0,18.10762185,1662.0969,1445.941602,0,4496.090363
NRSA 2008-2009,NRSA 2013-2014,FS_East_West,East,Nitrogen_Conc_Class,< 100,-25.04355355,9.540843261,-43.74326273,-6.343844378,-6294.856554,6,25.04355355,9.540843261,6.343844378,43.74326273,3577.851864,1312.107441,1006.168536,6149.535192,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,FS_East_West,West,Nitrogen_Conc_Class,< 100,0.948438673,7.581505048,-13.91103817,15.80791552,983.7423711,37,51.63316927,6.160269171,39.55926356,63.70707498,56321.61944,8137.259733,40372.88343,72270.35545,53,52.58160794,5.656566177,41.49494196,63.66827393,54538.85121,7456.349067,39924.67558,69153.02683
NRSA 2008-2009,NRSA 2013-2014,FS_East_West,West,Nitrogen_Conc_Class,100 - 1000,-0.012258084,7.686977998,-15.07845811,15.05394194,-12.71436634,46,45.57901442,6.211530255,33.40463883,57.75339001,49717.72876,7700.647724,34624.73656,64810.72095,50,45.56675634,5.728219986,34.33965147,56.79386121,47262.88604,6665.675198,34198.40272,60327.36936
NRSA 2008-2009,NRSA 2013-2014,FS_East_West,West,Nitrogen_Conc_Class,1000 - 10000,-0.401843974,1.821455611,-3.971831372,3.168143424,-416.8017975,3,2.253479692,1.305045198,0,4.811321279,2458.102561,1420.844852,0,5242.907298,3,1.851635718,1.310832133,0,4.420819489,1920.559086,1362.222417,0,4590.465962
NRSA 2008-2009,NRSA 2013-2014,FS_East_West,West,Nitrogen_Conc_Class,Not Assessed,-0.534336615,0.492909022,-1.500420546,0,-554.2262072,1,0.534336615,0.492909022,0,1.500420546,582.8560188,529.287717,0,1620.240882,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Mississippi_Basins,Arkansas-White-Red Region,Nitrogen_Conc_Class,< 100,2.975345329,3.377710622,-3.64484584,9.595536497,1105.795305,3,1.767680818,0.878874955,0.045117559,3.490244076,745.3853569,346.3508629,66.55013947,1424.220574,2,4.743026146,3.26136595,0,11.13518595,1762.758761,1226.667213,0,4166.98232
NRSA 2008-2009,NRSA 2013-2014,Mississippi_Basins,Arkansas-White-Red Region,Nitrogen_Conc_Class,100 - 1000,-4.600744579,7.12941847,-18.57414801,9.372658854,-1709.879424,57,73.29658367,5.961666418,61.61193221,84.98123514,30907.27672,5654.749742,19824.17088,41990.38255,47,68.6958391,6.188096427,56.56739297,80.82428523,25530.99825,3591.181287,18492.41226,32569.58423
