Type,Subpopulation,Indicator,Category,NResp,Estimate.P,StdError.P,LCB95Pct.P,UCB95Pct.P,Estimate.U,StdError.U,LCB95Pct.U,UCB95Pct.U
Major_Basins,California Region,Instream_Habitat,Total,68,100,0,100,100,19903.50512,2045.770216,15893.86918,23913.14106
Major_Basins,Great Basin Region,Instream_Habitat,Good,11,81.06795108,7.977106741,65.43310917,96.70279299,7331.348611,3035.730628,1381.425914,13281.27131
Major_Basins,Great Basin Region,Instream_Habitat,Fair,4,7.182506679,4.536893305,0,16.07465416,649.5471967,344.7170871,0,1325.180272
Major_Basins,Great Basin Region,Instream_Habitat,Poor,11,11.74954224,5.745912669,0.487760349,23.01132413,1062.56528,357.0635647,362.7335534,1762.397008
Major_Basins,Great Basin Region,Instream_Habitat,Total,26,100,0,100,100,9043.461089,2970.447906,3221.490175,14865.432
Major_Basins,Great Lakes Region,Instream_Habitat,Good,69,66.1101949,4.958041179,56.39261275,75.82777704,68443.37952,7133.444555,54462.08511,82424.67394
Major_Basins,Great Lakes Region,Instream_Habitat,Fair,27,19.96483508,5.106397771,9.956479359,29.9731908,20669.44118,5994.06043,8921.298612,32417.58374
Major_Basins,Great Lakes Region,Instream_Habitat,Poor,17,13.92497002,3.539289375,6.988090316,20.86184973,14416.41504,3729.772162,7106.195931,21726.63415
Major_Basins,Great Lakes Region,Instream_Habitat,Total,113,100,0,100,100,103529.2357,8976.159507,85936.28638,121122.1851
Major_Basins,Lower Colorado Region,Instream_Habitat,Good,9,71.6633297,10.57764335,50.93152969,92.3951297,2052.050284,670.7141697,737.474668,3366.625901
Major_Basins,Lower Colorado Region,Instream_Habitat,Fair,10,15.3541475,7.616264787,0.426542826,30.28175218,439.6597659,177.0125024,92.72163639,786.5978953
Major_Basins,Lower Colorado Region,Instream_Habitat,Poor,7,12.9825228,6.583808775,0.07849472,25.88655088,371.7492575,160.9787607,56.23668435,687.2618307
Major_Basins,Lower Colorado Region,Instream_Habitat,Total,26,100,0,100,100,2863.459308,565.5668466,1754.968658,3971.949958
Major_Basins,Lower Mississippi Region,Instream_Habitat,Good,28,44.01674743,9.968218432,24.47939831,63.55409654,30375.408,9240.572212,12264.21927,48486.59673
Major_Basins,Lower Mississippi Region,Instream_Habitat,Fair,13,12.02785057,4.150741786,3.892546157,20.16315498,8300.269548,2466.326816,3466.357815,13134.18128
Major_Basins,Lower Mississippi Region,Instream_Habitat,Poor,20,43.95540201,9.961254603,24.43170174,63.47910227,30333.07429,8683.167183,13314.37934,47351.76924
Major_Basins,Lower Mississippi Region,Instream_Habitat,Total,61,100,0,100,100,69008.75183,11527.02497,46416.19804,91601.30562
Major_Basins,Mid-Atlantic Region,Instream_Habitat,Good,93,68.30096023,6.577888806,55.40853508,81.19338538,60732.933,8684.555057,43711.51787,77754.34814
Major_Basins,Mid-Atlantic Region,Instream_Habitat,Fair,25,13.90107457,3.770863991,6.510316961,21.29183219,12360.77835,3267.494296,5956.607215,18764.94949
Major_Basins,Mid-Atlantic Region,Instream_Habitat,Poor,23,17.7979652,6.345032249,5.361930506,30.23399989,15825.87747,6179.084449,3715.094495,27936.66045
Major_Basins,Mid-Atlantic Region,Instream_Habitat,Total,141,100,0,100,100,88919.58883,9588.325415,70126.81634,107712.3613
Major_Basins,Missouri Region,Instream_Habitat,Good,214,61.41043194,4.107722521,53.35944374,69.46142014,79278.40485,8473.79532,62670.07121,95886.73849
Major_Basins,Missouri Region,Instream_Habitat,Fair,81,29.94599616,3.930536124,22.24228692,37.6497054,38659.0801,5446.323175,27984.48282,49333.67737
Major_Basins,Missouri Region,Instream_Habitat,Poor,42,8.037370937,1.784238839,4.540327073,11.5344148,10375.92355,2263.04326,5940.440267,14811.40684
Major_Basins,Missouri Region,Instream_Habitat,Not Assessed,3,0.606200964,0.288982247,0.039806168,1.172595761,782.5811342,369.1247386,59.10994084,1506.052328
Major_Basins,Missouri Region,Instream_Habitat,Total,340,100,0,100,100,129095.9896,9024.163723,111408.9537,146783.0255
Major_Basins,New England Region,Instream_Habitat,Good,80,58.68957144,7.895245612,43.21517439,74.16396849,30858.89166,7910.78696,15354.03413,46363.74919
Major_Basins,New England Region,Instream_Habitat,Fair,29,28.36427022,6.777792173,15.08004167,41.64849878,14913.8922,3472.702622,8107.520134,21720.26427
Major_Basins,New England Region,Instream_Habitat,Poor,17,12.94615833,4.66117191,3.810429265,22.0818874,6807.071301,2410.45718,2082.662041,11531.48056
Major_Basins,New England Region,Instream_Habitat,Total,126,100,0,100,100,52579.85516,8572.698225,35777.67539,69382.03493
Major_Basins,Ohio-Tennessee Region,Instream_Habitat,Good,98,59.52743943,4.907261946,49.90938275,69.1454961,113463.3986,11252.92382,91408.07318,135518.724
Major_Basins,Ohio-Tennessee Region,Instream_Habitat,Fair,40,25.8350545,4.759112307,16.50736578,35.16274322,49243.39287,10575.71298,28515.37632,69971.40942
Major_Basins,Ohio-Tennessee Region,Instream_Habitat,Poor,29,14.63750607,3.669181462,7.446042554,21.82896959,27900.09451,7469.387195,13260.36462,42539.82439
Major_Basins,Ohio-Tennessee Region,Instream_Habitat,Total,167,100,0,100,100,190606.886,15071.98416,161066.3398,220147.4321
Major_Basins,Pacific Northwest Region,Instream_Habitat,Good,102,61.96022141,4.734173939,52.68141099,71.23903183,75369.38405,9885.520468,55994.11996,94744.64814
Major_Basins,Pacific Northwest Region,Instream_Habitat,Fair,45,15.60088165,3.299331845,9.134310065,22.06745324,18977.15686,4043.926865,11051.20585,26903.10787
Major_Basins,Pacific Northwest Region,Instream_Habitat,Poor,45,21.22087597,3.888349376,13.59985123,28.84190071,25813.40599,4904.037022,16201.67005,35425.14194
Major_Basins,Pacific Northwest Region,Instream_Habitat,Not Assessed,5,1.218020966,0.674351368,0,2.53972536,1481.619786,813.6524776,0,3076.349338
Major_Basins,Pacific Northwest Region,Instream_Habitat,Total,197,100,0,100,100,121641.5667,10620.39542,100825.9742,142457.1592
Major_Basins,Rio Grande-Texas-Gulf Region,Instream_Habitat,Good,50,66.97361572,7.437153923,52.39706189,81.55016956,28683.49158,7126.242732,14716.31248,42650.67069
Major_Basins,Rio Grande-Texas-Gulf Region,Instream_Habitat,Fair,14,22.48887977,5.977735542,10.7727334,34.20502614,9631.547987,2473.66031,4783.26287,14479.8331
Major_Basins,Rio Grande-Texas-Gulf Region,Instream_Habitat,Poor,12,10.16793453,4.217218663,1.902337834,18.43353122,4354.727773,1751.193639,922.4513113,7787.004236
Major_Basins,Rio Grande-Texas-Gulf Region,Instream_Habitat,Not Assessed,1,0.369569977,0.345964352,0,1.047647647,158.2796032,143.2591537,0,439.0623848
Major_Basins,Rio Grande-Texas-Gulf Region,Instream_Habitat,Total,77,100,0,100,100,42828.04695,7512.096588,28104.60819,57551.48571
Major_Basins,Souris-Red-Rainy Region,Instream_Habitat,Good,19,82.51771054,8.09582026,66.6501944,98.38522667,17198.96036,3760.446868,9828.619934,24569.30079
Major_Basins,Souris-Red-Rainy Region,Instream_Habitat,Fair,2,2.335058181,1.926469359,0,6.110868743,486.6903461,394.995675,0,1260.867643
Major_Basins,Souris-Red-Rainy Region,Instream_Habitat,Poor,3,9.052901284,5.166501671,0,19.17905848,1886.873609,977.5201494,0,3802.777896
Major_Basins,Souris-Red-Rainy Region,Instream_Habitat,Not Assessed,1,6.094329995,5.532736219,0,16.93829372,1270.225983,1145.190227,0,3514.757583
Major_Basins,Souris-Red-Rainy Region,Instream_Habitat,Total,25,100,0,100,100,20842.7503,3302.803084,14369.37521,27316.12539
Major_Basins,South-Atlantic Region,Instream_Habitat,Good,113,69.8943723,6.609800339,56.93940169,82.84934291,115782.4275,12137.16492,91994.02136,139570.8336
Major_Basins,South-Atlantic Region,Instream_Habitat,Fair,22,19.80802111,5.526011019,8.977238534,30.63880369,32812.66706,10321.85903,12582.1951,53043.13901
Major_Basins,South-Atlantic Region,Instream_Habitat,Poor,9,9.230474597,5.297386095,0,19.61316056,15290.59809,9505.081917,0,33920.21632
Major_Basins,South-Atlantic Region,Instream_Habitat,Not Assessed,4,1.067131989,0.534082766,0.020349004,2.113914974,1767.740779,859.1647341,83.80884351,3451.672715
Major_Basins,South-Atlantic Region,Instream_Habitat,Total,148,100,0,100,100,165653.4334,17158.38083,132023.6249,199283.2419
Major_Basins,Upper Colorado Region,Instream_Habitat,Good,34,48.47523973,7.060526368,34.63686234,62.31361712,13052.77543,2265.007624,8613.442066,17492.1088
Major_Basins,Upper Colorado Region,Instream_Habitat,Fair,11,19.2129682,5.196463291,9.028087304,29.3978491,5173.415557,1408.375396,2413.050504,7933.780611
Major_Basins,Upper Colorado Region,Instream_Habitat,Poor,16,30.15323628,7.146651968,16.14605581,44.16041674,8119.267154,2180.130133,3846.290612,12392.2437
Major_Basins,Upper Colorado Region,Instream_Habitat,Not Assessed,1,2.158555793,1.882510079,0,5.848207747,581.2275335,503.9402561,0,1568.932286
Major_Basins,Upper Colorado Region,Instream_Habitat,Total,62,100,0,100,100,26926.68568,2569.7676,21890.03373,31963.33762
Major_Basins,Upper Mississippi Region,Instream_Habitat,Good,128,78.04579541,3.996010099,70.21375953,85.87783128,90675.28722,8532.542897,73951.81044,107398.764
Major_Basins,Upper Mississippi Region,Instream_Habitat,Fair,31,16.66700491,3.598007654,9.615039496,23.71897033,19364.08553,4289.812625,10956.20729,27771.96378
Major_Basins,Upper Mississippi Region,Instream_Habitat,Poor,7,2.675608088,1.204667255,0.314503655,5.03671252,3108.579143,1385.38955,393.2655203,5823.892766
Major_Basins,Upper Mississippi Region,Instream_Habitat,Not Assessed,2,2.611591592,2.01017337,0,6.551459001,3034.203399,2382.667232,0,7704.145362
Major_Basins,Upper Mississippi Region,Instream_Habitat,Total,168,100,0,100,100,116182.1553,8847.764638,98840.85526,133523.4553
Land_Owner,BLM,Instream_Habitat,Good,27,77.11096726,10.23941029,57.04209187,97.17984264,14483.07896,4257.470911,6138.58931,22827.56861
Land_Owner,BLM,Instream_Habitat,Fair,8,16.77607861,9.530347718,0,35.4552169,3150.904208,1633.005266,0,6351.535716
Land_Owner,BLM,Instream_Habitat,Poor,9,5.371336537,2.245451721,0.970332035,9.772341038,1008.851191,376.468564,270.9863646,1746.716018
Land_Owner,BLM,Instream_Habitat,Not Assessed,2,0.741617594,0.557798097,0,1.834881775,139.2915503,88.41916111,0,312.5899216
Land_Owner,BLM,Instream_Habitat,Total,46,100,0,100,100,18782.12591,3795.781143,11342.53158,26221.72024
Land_Owner,DOD,Instream_Habitat,Good,9,84.42298884,7.400935248,69.9174223,98.92855538,5469.183017,1742.503818,2053.938292,8884.427743
Land_Owner,DOD,Instream_Habitat,Fair,2,10.54132579,6.521213113,0,23.32266863,682.8997738,385.1171984,0,1437.715612
Land_Owner,DOD,Instream_Habitat,Poor,2,5.035685372,3.750288245,0,12.38611526,326.2273143,206.9118476,0,731.7670836
Land_Owner,DOD,Instream_Habitat,Total,13,100,0,100,100,6478.310105,1648.073047,3248.146289,9708.473922
Land_Owner,FWS,Instream_Habitat,Good,9,94.67754526,3.909401584,87.01525896,100,4628.831593,1673.242728,1349.336109,7908.327077
Land_Owner,FWS,Instream_Habitat,Poor,2,5.322454736,3.909401584,0,12.98474104,260.2174208,140.8676293,0,536.3129009
Land_Owner,FWS,Instream_Habitat,Total,11,100,0,100,100,4889.049014,1614.004046,1725.659214,8052.438814
Land_Owner,Local Government,Instream_Habitat,Good,12,66.62556301,10.41433042,46.21385046,87.03727556,3492.679228,1133.628243,1270.808699,5714.549756
Land_Owner,Local Government,Instream_Habitat,Fair,4,17.74402155,8.873903753,0.351489792,35.13655331,930.1861429,429.1457627,89.07590386,1771.296382
Land_Owner,Local Government,Instream_Habitat,Poor,2,8.015318717,5.404339585,0,18.60762966,420.1831237,273.1918406,0,955.6292921
Land_Owner,Local Government,Instream_Habitat,Not Assessed,1,7.615096721,6.620325926,0,20.5906971,399.2024822,350.8577026,0,1086.870943
Land_Owner,Local Government,Instream_Habitat,Total,19,100,0,100,100,5242.250976,1124.469601,3038.331058,7446.170895
Land_Owner,Native American,Instream_Habitat,Good,13,53.08755763,9.925029315,33.63485763,72.54025764,1921.002087,387.209504,1162.085405,2679.91877
Land_Owner,Native American,Instream_Habitat,Fair,5,18.69817259,8.83188493,1.387996207,36.00834896,676.6035238,340.4358356,9.361546973,1343.845501
Land_Owner,Native American,Instream_Habitat,Poor,6,28.21426978,10.55454893,7.527734013,48.90080555,1020.948666,425.4786444,187.0258467,1854.871485
Land_Owner,Native American,Instream_Habitat,Total,24,100,0,100,100,3618.554277,487.5439663,2662.985662,4574.122892
Land_Owner,Non-Governmental Organization,Instream_Habitat,Good,5,40.35741967,25.39560019,0,90.13188142,497.0328025,192.2154028,120.2975357,873.7680693
Land_Owner,Non-Governmental Organization,Instream_Habitat,Poor,1,59.64258033,25.39560019,9.868118582,100,734.5444552,565.9949499,0,1843.874172
Land_Owner,Non-Governmental Organization,Instream_Habitat,Total,6,100,0,100,100,1231.577258,471.4438188,307.5643522,2155.590163
Land_Owner,NPS,Instream_Habitat,Good,21,71.90306978,13.62315866,45.20216945,98.60397012,8360.127613,1838.532266,4756.670587,11963.58464
Land_Owner,NPS,Instream_Habitat,Fair,7,18.90948144,11.53979371,0,41.52706151,2198.59428,1517.830498,0,5173.48739
Land_Owner,NPS,Instream_Habitat,Poor,2,9.187448776,7.485231059,0,23.85823207,1068.219263,807.3321181,0,2650.561138
Land_Owner,NPS,Instream_Habitat,Total,30,100,0,100,100,11626.94116,1650.76074,8391.509558,14862.37275
Land_Owner,Other Fed,Instream_Habitat,Good,12,74.68224637,14.52995646,46.20405502,100,8188.810087,5420.095283,0,18812.00164
Land_Owner,Other Fed,Instream_Habitat,Fair,7,13.02461739,7.977135394,0,28.65951547,1428.132166,502.7883363,442.6851354,2413.579197
Land_Owner,Other Fed,Instream_Habitat,Poor,4,12.29313623,9.376743033,0,30.67121487,1347.926219,802.288369,0,2920.382527
Land_Owner,Other Fed,Instream_Habitat,Total,23,100,0,100,100,10964.86847,5351.793256,475.5464376,21454.19051
Land_Owner,Private,Instream_Habitat,Good,898,63.38567796,2.005836901,59.45430987,67.31704604,598518.2963,26648.79716,546287.6137,650748.979
Land_Owner,Private,Instream_Habitat,Fair,312,22.37699843,1.783642233,18.88112389,25.87287297,211294.466,18469.04612,175095.8008,247493.1312
Land_Owner,Private,Instream_Habitat,Poor,211,13.44721251,1.541082016,10.42674726,16.46767776,126975.0988,15625.68125,96349.32634,157600.8713
Land_Owner,Private,Instream_Habitat,Not Assessed,13,0.790111103,0.284391639,0.232713734,1.347508472,7460.612029,2685.704033,2196.728851,12724.49521
Land_Owner,Private,Instream_Habitat,Total,1434,100,0,100,100,944248.4732,32441.33386,880664.6272,1007832.319
Land_Owner,Regional Agency,Instream_Habitat,Good,3,88.43479766,13.59810168,61.78300812,100,958.4890388,728.6972101,0,2386.709326
Land_Owner,Regional Agency,Instream_Habitat,Poor,1,11.56520234,13.59810168,0,38.21699188,125.3479396,107.0453473,0,335.1529649
Land_Owner,Regional Agency,Instream_Habitat,Total,4,100,0,100,100,1083.836978,697.9568965,0,2451.807358
Land_Owner,State,Instream_Habitat,Good,68,72.64314204,5.334229532,62.18824427,83.0980398,42138.18389,4921.117049,32492.97171,51783.39607
Land_Owner,State,Instream_Habitat,Fair,12,11.29194545,3.0677269,5.279311208,17.30457969,6550.130685,1645.868894,3324.28693,9775.974441
Land_Owner,State,Instream_Habitat,Poor,14,16.06491252,5.821928565,4.654142209,27.47568282,9318.79072,3706.22472,2054.723751,16582.85769
Land_Owner,State,Instream_Habitat,Total,94,100,0,100,100,58007.1053,5533.023719,47162.57808,68851.63251
Land_Owner,USFS,Instream_Habitat,Good,83,62.42853584,5.112600749,52.4080225,72.44904917,89929.58312,10204.59498,69928.94448,109930.2218
Land_Owner,USFS,Instream_Habitat,Fair,31,14.03076604,3.383440714,7.399344096,20.66218798,20211.60554,4892.315017,10622.84431,29800.36678
Land_Owner,USFS,Instream_Habitat,Poor,33,22.70619411,4.900196303,13.10198584,32.31040238,32708.73718,7879.234464,17265.7214,48151.75295
Land_Owner,USFS,Instream_Habitat,Not Assessed,2,0.834504008,0.58551213,0,1.982086694,1202.120096,838.7361635,0,2846.012769
Land_Owner,USFS,Instream_Habitat,Total,149,100,0,100,100,144052.0459,11585.58908,121344.7086,166759.3833
FS_East_West,East,Instream_Habitat,Good,17,67.5211732,13.53259783,40.99776884,94.04457755,25391.54014,5800.018396,14023.71297,36759.3673
FS_East_West,East,Instream_Habitat,Fair,5,12.95798923,7.027576349,0,26.73178577,4872.890798,2596.018818,0,9960.994184
FS_East_West,East,Instream_Habitat,Poor,2,19.52083758,13.9078276,0,46.77967878,7340.869646,6156.6395,0,19407.66133
FS_East_West,East,Instream_Habitat,Total,24,100,0,100,100,37605.30058,7976.536968,21971.5754,53239.02576
FS_East_West,West,Instream_Habitat,Good,66,60.62941875,5.248481099,50.34258482,70.91625268,64538.04299,8441.143387,47993.70596,81082.38001
FS_East_West,West,Instream_Habitat,Fair,26,14.40975456,3.870654329,6.823411478,21.99609764,15338.71474,4173.509868,7158.785712,23518.64377
FS_East_West,West,Instream_Habitat,Poor,31,23.83151072,4.650021919,14.71763523,32.94538621,25367.86753,5019.450532,15529.92526,35205.80979
FS_East_West,West,Instream_Habitat,Not Assessed,2,1.129315972,0.792397902,0,2.682387321,1202.120096,839.210816,0,2846.943071
FS_East_West,West,Instream_Habitat,Total,125,100,0,100,100,106446.7454,8449.101722,89886.81028,123006.6804
Mississippi_Basins,Arkansas-White-Red Region,Instream_Habitat,Good,65,61.72496628,5.344136978,51.25065028,72.19928229,31232.68948,4256.860678,22889.39587,39575.9831
Mississippi_Basins,Arkansas-White-Red Region,Instream_Habitat,Fair,20,23.64747784,4.760639854,14.31679519,32.9781605,11965.56883,2684.763183,6703.529683,17227.60797
Mississippi_Basins,Arkansas-White-Red Region,Instream_Habitat,Poor,22,14.37983154,3.101595091,8.300816864,20.45884621,7276.161337,1511.804156,4313.07964,10239.24304
Mississippi_Basins,Arkansas-White-Red Region,Instream_Habitat,Not Assessed,1,0.247724339,0.220882749,0,0.680646571,125.3479396,110.7998209,0,342.511598
Mississippi_Basins,Arkansas-White-Red Region,Instream_Habitat,Total,108,100,0,100,100,50599.76759,4704.529668,41379.05888,59820.4763
Mississippi_Basins,Upper Mississippi Region,Instream_Habitat,Good,128,78.04579541,3.996010099,70.21375953,85.87783128,90675.28722,8532.542897,73951.81044,107398.764
Mississippi_Basins,Upper Mississippi Region,Instream_Habitat,Fair,31,16.66700491,3.598007654,9.615039496,23.71897033,19364.08553,4289.812625,10956.20729,27771.96378
Mississippi_Basins,Upper Mississippi Region,Instream_Habitat,Poor,7,2.675608088,1.204667255,0.314503655,5.03671252,3108.579143,1385.38955,393.2655203,5823.892766
Mississippi_Basins,Upper Mississippi Region,Instream_Habitat,Not Assessed,2,2.611591592,2.01017337,0,6.551459001,3034.203399,2382.667232,0,7704.145362
Mississippi_Basins,Upper Mississippi Region,Instream_Habitat,Total,168,100,0,100,100,116182.1553,8847.764638,98840.85526,133523.4553
Mississippi_Basins,Lower Mississippi Region,Instream_Habitat,Good,28,44.01674743,9.968218432,24.47939831,63.55409654,30375.408,9240.572212,12264.21927,48486.59673
Mississippi_Basins,Lower Mississippi Region,Instream_Habitat,Fair,13,12.02785057,4.150741786,3.892546157,20.16315498,8300.269548,2466.326816,3466.357815,13134.18128
Mississippi_Basins,Lower Mississippi Region,Instream_Habitat,Poor,20,43.95540201,9.961254603,24.43170174,63.47910227,30333.07429,8683.167183,13314.37934,47351.76924
Mississippi_Basins,Lower Mississippi Region,Instream_Habitat,Total,61,100,0,100,100,69008.75183,11527.02497,46416.19804,91601.30562
Mississippi_Basins,Upper Missouri Region,Instream_Habitat,Good,140,69.41379223,5.129130946,59.3608803,79.46670415,41828.91895,6582.965572,28926.54352,54731.29438
Mississippi_Basins,Upper Missouri Region,Instream_Habitat,Fair,49,20.41075938,4.182370807,12.21346323,28.60805553,12299.57293,2312.664899,7766.833021,16832.31284
Mississippi_Basins,Upper Missouri Region,Instream_Habitat,Poor,32,10.17544839,2.656589216,4.968629208,15.38226758,6131.749793,1534.828829,3123.540565,9139.959021
Mississippi_Basins,Upper Missouri Region,Instream_Habitat,Total,221,100,0,100,100,60260.24167,6458.806012,47601.21451,72919.26884
Mississippi_Basins,Lower Missouri Region,Instream_Habitat,Good,74,54.40412432,5.780115371,43.07530637,65.73294228,37449.4859,5193.635493,27270.14738,47628.82441
Mississippi_Basins,Lower Missouri Region,Instream_Habitat,Fair,32,38.29334023,5.875305114,26.77795381,49.80872665,26359.50716,4832.412064,16888.15356,35830.86077
Mississippi_Basins,Lower Missouri Region,Instream_Habitat,Poor,10,6.165653581,2.474073135,1.316559341,11.01474782,4244.173759,1704.02755,904.3411319,7584.006386
Mississippi_Basins,Lower Missouri Region,Instream_Habitat,Not Assessed,3,1.136881864,0.545799016,0.06713545,2.206628277,782.5811342,369.2027496,58.95704196,1506.205226
Mississippi_Basins,Lower Missouri Region,Instream_Habitat,Total,119,100,0,100,100,68835.74795,6195.091089,56693.59254,80977.90337
Mississippi_Basins,Ohio Region,Instream_Habitat,Good,75,54.9404676,5.596709933,43.9711177,65.9098175,83112.51905,9873.493877,63760.82665,102464.2115
Mississippi_Basins,Ohio Region,Instream_Habitat,Fair,34,26.6165318,5.530172883,15.77759212,37.45547148,40264.80121,9930.740923,20800.90667,59728.69576
Mississippi_Basins,Ohio Region,Instream_Habitat,Poor,29,18.44300059,4.60355202,9.420204434,27.46579676,27900.09451,7525.623964,13150.14257,42650.04644
Mississippi_Basins,Ohio Region,Instream_Habitat,Total,138,100,0,100,100,151277.4148,14094.28684,123653.1202,178901.7094
Mississippi_Basins,Tennessee Region,Instream_Habitat,Good,23,77.17083046,8.591740461,60.33132859,94.01033232,30350.87953,5567.016292,19439.7281,41262.03096
Mississippi_Basins,Tennessee Region,Instream_Habitat,Fair,6,22.82916954,8.591740461,5.989667676,39.66867141,8978.591659,3615.121454,1893.08381,16064.09951
Mississippi_Basins,Tennessee Region,Instream_Habitat,Total,29,100,0,100,100,39329.47119,5709.224272,28139.59724,50519.34514
Stream_Size,SmallStreams,Instream_Habitat,Good,322,64.43042185,2.543278247,59.44568808,69.41515561,480719.4109,23807.54735,434057.4755,527381.3463
Stream_Size,SmallStreams,Instream_Habitat,Fair,90,18.32126941,2.149278185,14.10876157,22.53377725,136696.138,16792.29339,103783.8478,169608.4283
Stream_Size,SmallStreams,Instream_Habitat,Poor,82,16.59829356,2.134039636,12.41565274,20.78093439,123840.9074,16882.11596,90752.56812,156929.2466
Stream_Size,SmallStreams,Instream_Habitat,Not Assessed,4,0.650015181,0.361168229,0,1.357891902,4849.803954,2689.96666,0,10122.04173
Stream_Size,SmallStreams,Instream_Habitat,Total,498,100,0,100,100,746106.2603,25341.25323,696438.3166,795774.2039
Stream_Size,LargeStreams,Instream_Habitat,Good,293,65.44874227,2.670025544,60.21558837,70.68189618,205113.0751,9381.027486,186726.5991,223499.5511
Stream_Size,LargeStreams,Instream_Habitat,Fair,94,23.98084435,2.646739646,18.79332996,29.16835873,75154.76321,9222.554901,57078.88776,93230.63866
Stream_Size,LargeStreams,Instream_Habitat,Poor,63,9.679424563,1.358242619,7.017317947,12.34153118,30334.83102,4216.505232,22070.63263,38599.02942
Stream_Size,LargeStreams,Instream_Habitat,Not Assessed,6,0.890988816,0.398025951,0.110872286,1.671105346,2792.314254,1246.280271,349.649809,5234.978699
Stream_Size,LargeStreams,Instream_Habitat,Total,456,100,0,100,100,313394.9836,9561.683197,294654.4289,332135.5383
Stream_Size,RiversMajor,Instream_Habitat,Good,269,64.16300737,2.211646351,59.82826017,68.49775456,40290.04364,1718.242325,36922.35056,43657.73671
Stream_Size,RiversMajor,Instream_Habitat,Fair,97,20.60893572,1.921959181,16.84196495,24.3759065,12941.02246,1245.533571,10499.82152,15382.2234
Stream_Size,RiversMajor,Instream_Habitat,Poor,71,14.22312974,1.549723369,11.18572775,17.26053172,8931.166745,969.8038521,7030.386123,10831.94737
Stream_Size,RiversMajor,Instream_Habitat,Not Assessed,3,1.004927173,0.564074129,0,2.110492151,631.0265261,355.6629779,0,1328.113153
Stream_Size,RiversMajor,Instream_Habitat,Total,440,100,0,100,100,62793.25937,1453.830649,59943.80366,65642.71508
Stream_Size,RiversOther,Instream_Habitat,Good,276,59.66381104,2.307228406,55.14172646,64.18589562,52462.76811,2417.185635,47725.17132,57200.3649
Stream_Size,RiversOther,Instream_Habitat,Fair,107,25.39683529,2.161636363,21.16010587,29.6335647,22331.59862,1996.678793,18418.1801,26245.01715
Stream_Size,RiversOther,Instream_Habitat,Poor,71,13.88388373,1.539233493,10.86704152,16.90072594,12208.18718,1371.247679,9520.591111,14895.78324
Stream_Size,RiversOther,Instream_Habitat,Not Assessed,5,1.055469939,0.500585014,0.074341341,2.036598537,928.0814231,438.7693207,68.10935694,1788.053489
Stream_Size,RiversOther,Instream_Habitat,Total,459,100,0,100,100,87930.63533,2144.615213,83727.26675,92134.00391
Whole_Miss_Basin,Yes,Instream_Habitat,Good,533,62.11146609,2.502754429,57.20615755,67.01677463,345025.1881,19360.34307,307079.613,382970.7633
Whole_Miss_Basin,Yes,Instream_Habitat,Fair,185,22.95839381,2.174328477,18.69678831,27.21999932,127532.3969,13086.1366,101884.0404,153180.7533
Whole_Miss_Basin,Yes,Instream_Habitat,Poor,120,14.22047705,1.971416633,10.35657145,18.08438265,78993.83283,11825.32034,55816.63086,102171.0348
Whole_Miss_Basin,Yes,Instream_Habitat,Not Assessed,6,0.70966305,0.43378915,0,1.559874162,3942.132473,2419.378262,0,8684.026732
Whole_Miss_Basin,Yes,Instream_Habitat,Total,844,100,0,100,100,555493.5503,23438.86427,509554.2205,601432.8801
National,National,MacroInvert_MMI,Good,597,30.2298898,1.509454062,27.2714142,33.1883654,365849.7257,19922.86067,326801.6363,404897.8151
National,National,MacroInvert_MMI,Fair,446,26.06717174,1.645998901,22.84107318,29.29327031,315471.4653,22686.08239,271007.5609,359935.3698
National,National,MacroInvert_MMI,Poor,805,43.51060274,1.765145183,40.05098175,46.97022372,526576.2523,27033.06183,473592.4247,579560.0799
National,National,MacroInvert_MMI,Not Assessed,5,0.192335724,0.148180572,0,0.482764309,2327.695283,1794.669333,0,5845.18254
National,National,MacroInvert_MMI,Total,1853,100,0,100,100,1210225.139,35978.07202,1139709.413,1280740.864
WSA3_Ecoregions,Eastern Highlands,MacroInvert_MMI,Good,141,28.86097928,2.741271308,23.48818624,34.23377231,123358.5181,13014.12467,97851.30241,148865.7337
WSA3_Ecoregions,Eastern Highlands,MacroInvert_MMI,Fair,115,27.11136567,3.190340264,20.85841365,33.36431768,115880.2638,16014.0415,84493.31918,147267.2084
WSA3_Ecoregions,Eastern Highlands,MacroInvert_MMI,Poor,244,43.98331575,3.232751796,37.64723866,50.31939284,187994.8909,16782.47519,155101.8439,220887.9378
WSA3_Ecoregions,Eastern Highlands,MacroInvert_MMI,Not Assessed,3,0.044339308,0.020705068,0.003758121,0.084920495,189.5164846,87.64522969,17.73499095,361.2979782
WSA3_Ecoregions,Eastern Highlands,MacroInvert_MMI,Total,503,100,0,100,100,427423.1892,24023.93031,380337.151,474509.2274
WSA3_Ecoregions,Plains and Lowlands,MacroInvert_MMI,Good,316,25.06752757,1.844639391,21.4521008,28.68295434,138434.7114,9493.579734,119827.637,157041.7857
WSA3_Ecoregions,Plains and Lowlands,MacroInvert_MMI,Fair,222,27.26201158,2.387312765,22.58296454,31.94105862,150553.6872,14942.95594,121266.0318,179841.3427
